type,distribution,algorithm,n,batch,reps,median_ns_total,min_ns_total,ns_per_elem
pair64,all_equal,block_simd_amd,16,4096,64,105063.0,104482.0,1.6031
pair64,all_equal,sized,16,4096,64,60791.0,60591.0,0.9276
pair64,all_equal,std_partition,24,2730,64,34591.0,33121.0,0.5279
pair64,all_equal,lomuto,24,2730,64,59431.0,58862.0,0.9071
pair64,all_equal,lomuto_branchless,24,2730,64,59102.0,58731.0,0.9020
pair64,all_equal,hoare,24,2730,64,61702.0,61501.0,0.9417
pair64,all_equal,hoare_guarded,24,2730,64,30711.0,30631.0,0.4687
pair64,all_equal,block,24,2730,64,27320.0,27230.0,0.4170
pair64,all_equal,boost_block,24,2730,64,96162.0,96092.0,1.4677
pair64,all_equal,fulcrum,24,2730,64,109533.0,109482.0,1.6717
pair64,all_equal,block_simd_amd,24,2730,64,96892.0,96752.0,1.4788
pair64,all_equal,sized,24,2730,64,59251.0,58892.0,0.9043
pair64,all_equal,std_partition,64,1024,64,38280.0,38141.0,0.5841
pair64,all_equal,lomuto,64,1024,64,60361.0,60041.0,0.9210
pair64,all_equal,lomuto_branchless,64,1024,64,60732.0,60332.0,0.9267
pair64,all_equal,hoare,64,1024,64,63921.0,63571.0,0.9754
pair64,all_equal,hoare_guarded,64,1024,64,37911.0,37321.0,0.5785
pair64,all_equal,block,64,1024,64,38731.0,38580.0,0.5910
pair64,all_equal,boost_block,64,1024,64,91362.0,90862.0,1.3941
pair64,all_equal,fulcrum,64,1024,64,105383.0,104852.0,1.6080
pair64,all_equal,block_simd_amd,64,1024,64,91912.0,91752.0,1.4025
pair64,all_equal,sized,64,1024,64,91532.0,91032.0,1.3967
pair64,all_equal,std_partition,256,256,64,30381.0,30280.0,0.4636
pair64,all_equal,lomuto,256,256,64,56891.0,56561.0,0.8681
pair64,all_equal,lomuto_branchless,256,256,64,57172.0,56751.0,0.8724
pair64,all_equal,hoare,256,256,64,58161.0,57821.0,0.8875
pair64,all_equal,hoare_guarded,256,256,64,30401.0,30330.0,0.4639
pair64,all_equal,block,256,256,64,26370.0,26211.0,0.4024
pair64,all_equal,boost_block,256,256,64,86132.0,85642.0,1.3143
pair64,all_equal,fulcrum,256,256,64,69952.0,69472.0,1.0674
pair64,all_equal,block_simd_amd,256,256,64,85862.0,85782.0,1.3102
pair64,all_equal,sized,256,256,64,86202.0,85692.0,1.3153
pair64,all_equal,std_partition,1024,64,64,28791.0,28711.0,0.4393
pair64,all_equal,lomuto,1024,64,64,56171.0,56151.0,0.8571
pair64,all_equal,lomuto_branchless,1024,64,64,56411.0,56042.0,0.8608
pair64,all_equal,hoare,1024,64,64,56541.0,56461.0,0.8627
pair64,all_equal,hoare_guarded,1024,64,64,28781.0,28611.0,0.4392
pair64,all_equal,block,1024,64,64,34501.0,34231.0,0.5264
pair64,all_equal,boost_block,1024,64,64,84862.0,84412.0,1.2949
pair64,all_equal,fulcrum,1024,64,64,66622.0,65811.0,1.0166
pair64,all_equal,block_simd_amd,1024,64,64,84912.0,84442.0,1.2957
pair64,all_equal,sized,1024,64,64,84372.0,84332.0,1.2874
pair64,all_equal,std_partition,4096,16,64,28260.0,28081.0,0.4312
pair64,all_equal,lomuto,4096,16,64,55991.0,55681.0,0.8544
pair64,all_equal,lomuto_branchless,4096,16,64,56152.0,55822.0,0.8568
pair64,all_equal,hoare,4096,16,64,56202.0,56141.0,0.8576
pair64,all_equal,hoare_guarded,4096,16,64,28200.0,28150.0,0.4303
pair64,all_equal,block,4096,16,64,31871.0,31731.0,0.4863
pair64,all_equal,boost_block,4096,16,64,84032.0,83551.0,1.2822
pair64,all_equal,fulcrum,4096,16,64,65532.0,65002.0,0.9999
pair64,all_equal,block_simd_amd,4096,16,64,84372.0,84002.0,1.2874
pair64,all_equal,sized,4096,16,64,84042.0,83982.0,1.2824
pair64,all_equal,std_partition,65536,1,64,27921.0,27851.0,0.4260
pair64,all_equal,lomuto,65536,1,64,55612.0,55591.0,0.8486
pair64,all_equal,lomuto_branchless,65536,1,64,56172.0,56001.0,0.8571
pair64,all_equal,hoare,65536,1,64,56011.0,55951.0,0.8547
pair64,all_equal,hoare_guarded,65536,1,64,28080.0,27920.0,0.4285
pair64,all_equal,block,65536,1,64,31190.0,31011.0,0.4759
pair64,all_equal,boost_block,65536,1,64,84272.0,83782.0,1.2859
pair64,all_equal,fulcrum,65536,1,64,65242.0,64862.0,0.9955
pair64,all_equal,block_simd_amd,65536,1,64,84292.0,83852.0,1.2862
pair64,all_equal,sized,65536,1,64,83882.0,83352.0,1.2799
pair64,all_equal,std_partition,262144,1,16,111953.0,111363.0,0.4271
pair64,all_equal,lomuto,262144,1,16,222365.0,221175.0,0.8483
pair64,all_equal,lomuto_branchless,262144,1,16,224855.0,222385.0,0.8578
pair64,all_equal,hoare,262144,1,16,225025.0,223775.0,0.8584
pair64,all_equal,hoare_guarded,262144,1,16,111693.0,111623.0,0.4261
pair64,all_equal,block,262144,1,16,123383.0,123113.0,0.4707
pair64,all_equal,boost_block,262144,1,16,336898.0,333378.0,1.2852
pair64,all_equal,fulcrum,262144,1,16,261146.0,259556.0,0.9962
pair64,all_equal,block_simd_amd,262144,1,16,335318.0,333438.0,1.2791
pair64,all_equal,sized,262144,1,16,337018.0,335107.0,1.2856
pair64,all_equal,std_partition,1048576,1,5,480611.0,465781.0,0.4583
pair64,all_equal,lomuto,1048576,1,5,907610.0,893711.0,0.8656
pair64,all_equal,lomuto_branchless,1048576,1,5,921081.0,914110.0,0.8784
pair64,all_equal,hoare,1048576,1,5,918941.0,906811.0,0.8764
pair64,all_equal,hoare_guarded,1048576,1,5,572924.0,551083.0,0.5464
pair64,all_equal,block,1048576,1,5,602703.0,524342.0,0.5748
pair64,all_equal,boost_block,1048576,1,5,1353711.0,1337920.0,1.2910
pair64,all_equal,fulcrum,1048576,1,5,1052294.0,1048764.0,1.0035
pair64,all_equal,block_simd_amd,1048576,1,5,1365791.0,1361422.0,1.3025
pair64,all_equal,sized,1048576,1,5,1384912.0,1379972.0,1.3208
pair64,all_equal,std_partition,4194304,1,5,3005888.0,2975118.0,0.7167
pair64,all_equal,lomuto,4194304,1,5,3965111.0,3907049.0,0.9454
pair64,all_equal,lomuto_branchless,4194304,1,5,4609725.0,4572445.0,1.0990
pair64,all_equal,hoare,4194304,1,5,3963280.0,3954881.0,0.9449
pair64,all_equal,hoare_guarded,4194304,1,5,2977708.0,2962678.0,0.7099
pair64,all_equal,block,4194304,1,5,3293176.0,3066400.0,0.7852
pair64,all_equal,boost_block,4194304,1,5,5527527.0,5508306.0,1.3179
pair64,all_equal,fulcrum,4194304,1,5,5088667.0,4808980.0,1.2132
pair64,all_equal,block_simd_amd,4194304,1,5,5538547.0,5518937.0,1.3205
pair64,all_equal,sized,4194304,1,5,5578948.0,5528916.0,1.3301
pair64,sorted_ascending,std_partition,4,16384,64,71101.0,66112.0,1.0849
pair64,sorted_ascending,lomuto,4,16384,64,78102.0,66451.0,1.1917
pair64,sorted_ascending,lomuto_branchless,4,16384,64,71352.0,67732.0,1.0887
pair64,sorted_ascending,hoare,4,16384,64,74071.0,70511.0,1.1302
pair64,sorted_ascending,hoare_guarded,4,16384,64,44931.0,44851.0,0.6856
pair64,sorted_ascending,block,4,16384,64,80962.0,80872.0,1.2354
pair64,sorted_ascending,boost_block,4,16384,64,67272.0,63861.0,1.0265
pair64,sorted_ascending,fulcrum,4,16384,64,79202.0,70751.0,1.2085
pair64,sorted_ascending,block_simd_amd,4,16384,64,77572.0,59541.0,1.1837
pair64,sorted_ascending,sized,4,16384,64,78002.0,74862.0,1.1902
pair64,sorted_ascending,std_partition,8,8192,64,61911.0,61561.0,0.9447
pair64,sorted_ascending,lomuto,8,8192,64,65101.0,64221.0,0.9934
pair64,sorted_ascending,lomuto_branchless,8,8192,64,71442.0,64392.0,1.0901
pair64,sorted_ascending,hoare,8,8192,64,60612.0,59771.0,0.9249
pair64,sorted_ascending,hoare_guarded,8,8192,64,47371.0,44521.0,0.7228
pair64,sorted_ascending,block,8,8192,64,61361.0,60931.0,0.9363
pair64,sorted_ascending,boost_block,8,8192,64,55912.0,54932.0,0.8531
pair64,sorted_ascending,fulcrum,8,8192,64,57761.0,57401.0,0.8814
pair64,sorted_ascending,block_simd_amd,8,8192,64,54271.0,53911.0,0.8281
pair64,sorted_ascending,sized,8,8192,64,71992.0,68202.0,1.0985
pair64,sorted_ascending,std_partition,16,4096,64,61531.0,61202.0,0.9389
pair64,sorted_ascending,lomuto,16,4096,64,69142.0,68691.0,1.0550
pair64,sorted_ascending,lomuto_branchless,16,4096,64,69571.0,66861.0,1.0616
pair64,sorted_ascending,hoare,16,4096,64,58641.0,56541.0,0.8948
pair64,sorted_ascending,hoare_guarded,16,4096,64,49791.0,49681.0,0.7598
pair64,sorted_ascending,block,16,4096,64,54012.0,53961.0,0.8242
pair64,sorted_ascending,boost_block,16,4096,64,101442.0,100872.0,1.5479
pair64,sorted_ascending,fulcrum,16,4096,64,104873.0,104313.0,1.6002
pair64,sorted_ascending,block_simd_amd,16,4096,64,102393.0,101833.0,1.5624
pair64,sorted_ascending,sized,16,4096,64,73592.0,69822.0,1.1229
pair64,sorted_ascending,std_partition,24,2730,64,62561.0,60921.0,0.9548
pair64,sorted_ascending,lomuto,24,2730,64,67012.0,66632.0,1.0228
pair64,sorted_ascending,lomuto_branchless,24,2730,64,69292.0,67252.0,1.0576
pair64,sorted_ascending,hoare,24,2730,64,55061.0,54562.0,0.8404
pair64,sorted_ascending,hoare_guarded,24,2730,64,55241.0,54961.0,0.8431
pair64,sorted_ascending,block,24,2730,64,51891.0,51631.0,0.7920
pair64,sorted_ascending,boost_block,24,2730,64,99163.0,98532.0,1.5135
pair64,sorted_ascending,fulcrum,24,2730,64,102572.0,100832.0,1.5655
pair64,sorted_ascending,block_simd_amd,24,2730,64,100703.0,99172.0,1.5370
pair64,sorted_ascending,sized,24,2730,64,68662.0,66822.0,1.0480
pair64,sorted_ascending,std_partition,64,1024,64,62762.0,62692.0,0.9577
pair64,sorted_ascending,lomuto,64,1024,64,72402.0,71702.0,1.1048
pair64,sorted_ascending,lomuto_branchless,64,1024,64,78042.0,73692.0,1.1908
pair64,sorted_ascending,hoare,64,1024,64,60402.0,59761.0,0.9217
pair64,sorted_ascending,hoare_guarded,64,1024,64,57321.0,57171.0,0.8746
pair64,sorted_ascending,block,64,1024,64,51481.0,49791.0,0.7855
pair64,sorted_ascending,boost_block,64,1024,64,90652.0,89922.0,1.3832
pair64,sorted_ascending,fulcrum,64,1024,64,91982.0,90712.0,1.4035
pair64,sorted_ascending,block_simd_amd,64,1024,64,91862.0,90962.0,1.4017
pair64,sorted_ascending,sized,64,1024,64,90672.0,89372.0,1.3835
pair64,sorted_ascending,std_partition,256,256,64,61771.0,60902.0,0.9426
pair64,sorted_ascending,lomuto,256,256,64,66792.0,65711.0,1.0192
pair64,sorted_ascending,lomuto_branchless,256,256,64,74462.0,73092.0,1.1362
pair64,sorted_ascending,hoare,256,256,64,55541.0,54651.0,0.8475
pair64,sorted_ascending,hoare_guarded,256,256,64,68331.0,67102.0,1.0426
pair64,sorted_ascending,block,256,256,64,47901.0,46871.0,0.7309
pair64,sorted_ascending,boost_block,256,256,64,88862.0,87942.0,1.3559
pair64,sorted_ascending,fulcrum,256,256,64,70412.0,69412.0,1.0744
pair64,sorted_ascending,block_simd_amd,256,256,64,88412.0,87402.0,1.3491
pair64,sorted_ascending,sized,256,256,64,87992.0,87462.0,1.3427
pair64,sorted_ascending,std_partition,1024,64,64,36711.0,36491.0,0.5602
pair64,sorted_ascending,lomuto,1024,64,64,43591.0,43161.0,0.6651
pair64,sorted_ascending,lomuto_branchless,1024,64,64,52421.0,50791.0,0.7999
pair64,sorted_ascending,hoare,1024,64,64,32010.0,31770.0,0.4884
pair64,sorted_ascending,hoare_guarded,1024,64,64,50411.0,50102.0,0.7692
pair64,sorted_ascending,block,1024,64,64,51191.0,50961.0,0.7811
pair64,sorted_ascending,boost_block,1024,64,64,74201.0,74131.0,1.1322
pair64,sorted_ascending,fulcrum,1024,64,64,52171.0,51501.0,0.7961
pair64,sorted_ascending,block_simd_amd,1024,64,64,74582.0,74232.0,1.1380
pair64,sorted_ascending,sized,1024,64,64,74252.0,74142.0,1.1330
pair64,sorted_ascending,std_partition,4096,16,64,30221.0,30051.0,0.4611
pair64,sorted_ascending,lomuto,4096,16,64,37390.0,37211.0,0.5705
pair64,sorted_ascending,lomuto_branchless,4096,16,64,45441.0,44901.0,0.6934
pair64,sorted_ascending,hoare,4096,16,64,29550.0,26691.0,0.4509
pair64,sorted_ascending,hoare_guarded,4096,16,64,44431.0,44181.0,0.6780
pair64,sorted_ascending,block,4096,16,64,54292.0,53851.0,0.8284
pair64,sorted_ascending,boost_block,4096,16,64,70792.0,70722.0,1.0802
pair64,sorted_ascending,fulcrum,4096,16,64,47241.0,45891.0,0.7208
pair64,sorted_ascending,block_simd_amd,4096,16,64,70801.0,70712.0,1.0803
pair64,sorted_ascending,sized,4096,16,64,70791.0,70711.0,1.0802
pair64,sorted_ascending,std_partition,65536,1,64,28070.0,27980.0,0.4283
pair64,sorted_ascending,lomuto,65536,1,64,35591.0,35450.0,0.5431
pair64,sorted_ascending,lomuto_branchless,65536,1,64,42771.0,42391.0,0.6526
pair64,sorted_ascending,hoare,65536,1,64,28171.0,28120.0,0.4299
pair64,sorted_ascending,hoare_guarded,65536,1,64,42201.0,42121.0,0.6439
pair64,sorted_ascending,block,65536,1,64,55121.0,54591.0,0.8411
pair64,sorted_ascending,boost_block,65536,1,64,69631.0,69571.0,1.0625
pair64,sorted_ascending,fulcrum,65536,1,64,45211.0,44571.0,0.6899
pair64,sorted_ascending,block_simd_amd,65536,1,64,69641.0,69562.0,1.0626
pair64,sorted_ascending,sized,65536,1,64,70012.0,69592.0,1.0683
pair64,sorted_ascending,std_partition,262144,1,16,112372.0,112122.0,0.4287
pair64,sorted_ascending,lomuto,262144,1,16,143914.0,141943.0,0.5490
pair64,sorted_ascending,lomuto_branchless,262144,1,16,174634.0,170374.0,0.6662
pair64,sorted_ascending,hoare,262144,1,16,112573.0,98203.0,0.4294
pair64,sorted_ascending,hoare_guarded,262144,1,16,169004.0,167064.0,0.6447
pair64,sorted_ascending,block,262144,1,16,220165.0,219375.0,0.8399
pair64,sorted_ascending,boost_block,262144,1,16,278097.0,278006.0,1.0609
pair64,sorted_ascending,fulcrum,262144,1,16,179854.0,178114.0,0.6861
pair64,sorted_ascending,block_simd_amd,262144,1,16,281047.0,279206.0,1.0721
pair64,sorted_ascending,sized,262144,1,16,279566.0,278997.0,1.0665
pair64,sorted_ascending,std_partition,1048576,1,5,477031.0,462130.0,0.4549
pair64,sorted_ascending,lomuto,1048576,1,5,587443.0,581663.0,0.5602
pair64,sorted_ascending,lomuto_branchless,1048576,1,5,704727.0,694276.0,0.6721
pair64,sorted_ascending,hoare,1048576,1,5,465811.0,424840.0,0.4442
pair64,sorted_ascending,hoare_guarded,1048576,1,5,678536.0,676586.0,0.6471
pair64,sorted_ascending,block,1048576,1,5,885230.0,884430.0,0.8442
pair64,sorted_ascending,boost_block,1048576,1,5,1116865.0,1116366.0,1.0651
pair64,sorted_ascending,fulcrum,1048576,1,5,708607.0,701416.0,0.6758
pair64,sorted_ascending,block_simd_amd,1048576,1,5,1120036.0,1117286.0,1.0681
pair64,sorted_ascending,sized,1048576,1,5,1162807.0,1153267.0,1.1089
pair64,sorted_ascending,std_partition,4194304,1,5,2952978.0,2943747.0,0.7040
pair64,sorted_ascending,lomuto,4194304,1,5,3858288.0,3847168.0,0.9199
pair64,sorted_ascending,lomuto_branchless,4194304,1,5,4361539.0,4308259.0,1.0399
pair64,sorted_ascending,hoare,4194304,1,5,2952798.0,2842645.0,0.7040
pair64,sorted_ascending,hoare_guarded,4194304,1,5,3469039.0,3452019.0,0.8271
pair64,sorted_ascending,block,4194304,1,5,3704525.0,3679934.0,0.8832
pair64,sorted_ascending,boost_block,4194304,1,5,4643606.0,4634556.0,1.1071
pair64,sorted_ascending,fulcrum,4194304,1,5,4040322.0,3992171.0,0.9633
pair64,sorted_ascending,block_simd_amd,4194304,1,5,4648957.0,4634457.0,1.1084
pair64,sorted_ascending,sized,4194304,1,5,4670687.0,4656506.0,1.1136
pair64,sorted_descending,std_partition,4,16384,64,67242.0,62462.0,1.0260
pair64,sorted_descending,lomuto,4,16384,64,75302.0,69132.0,1.1490
pair64,sorted_descending,lomuto_branchless,4,16384,64,71101.0,66982.0,1.0849
pair64,sorted_descending,hoare,4,16384,64,73852.0,71252.0,1.1269
pair64,sorted_descending,hoare_guarded,4,16384,64,38830.0,38690.0,0.5925
pair64,sorted_descending,block,4,16384,64,84901.0,83932.0,1.2955
pair64,sorted_descending,boost_block,4,16384,64,74742.0,73101.0,1.1405
pair64,sorted_descending,fulcrum,4,16384,64,73462.0,73032.0,1.1209
pair64,sorted_descending,block_simd_amd,4,16384,64,84442.0,83502.0,1.2885
pair64,sorted_descending,sized,4,16384,64,76442.0,72751.0,1.1664
pair64,sorted_descending,std_partition,8,8192,64,49511.0,49321.0,0.7555
pair64,sorted_descending,lomuto,8,8192,64,66102.0,66031.0,1.0086
pair64,sorted_descending,lomuto_branchless,8,8192,64,71811.0,67352.0,1.0957
pair64,sorted_descending,hoare,8,8192,64,61421.0,61011.0,0.9372
pair64,sorted_descending,hoare_guarded,8,8192,64,38431.0,38071.0,0.5864
pair64,sorted_descending,block,8,8192,64,71531.0,70402.0,1.0915
pair64,sorted_descending,boost_block,8,8192,64,65122.0,64472.0,0.9937
pair64,sorted_descending,fulcrum,8,8192,64,64681.0,64341.0,0.9870
pair64,sorted_descending,block_simd_amd,8,8192,64,69722.0,69621.0,1.0639
pair64,sorted_descending,sized,8,8192,64,73802.0,71151.0,1.1261
pair64,sorted_descending,std_partition,16,4096,64,49101.0,48821.0,0.7492
pair64,sorted_descending,lomuto,16,4096,64,69571.0,68782.0,1.0616
pair64,sorted_descending,lomuto_branchless,16,4096,64,68152.0,67001.0,1.0399
pair64,sorted_descending,hoare,16,4096,64,55411.0,55281.0,0.8455
pair64,sorted_descending,hoare_guarded,16,4096,64,36611.0,36431.0,0.5586
pair64,sorted_descending,block,16,4096,64,63192.0,62182.0,0.9642
pair64,sorted_descending,boost_block,16,4096,64,85412.0,83842.0,1.3033
pair64,sorted_descending,fulcrum,16,4096,64,82332.0,81752.0,1.2563
pair64,sorted_descending,block_simd_amd,16,4096,64,86052.0,84522.0,1.3130
pair64,sorted_descending,sized,16,4096,64,73232.0,72362.0,1.1174
pair64,sorted_descending,std_partition,24,2730,64,46231.0,46101.0,0.7056
pair64,sorted_descending,lomuto,24,2730,64,67551.0,67102.0,1.0310
pair64,sorted_descending,lomuto_branchless,24,2730,64,70292.0,66681.0,1.0728
pair64,sorted_descending,hoare,24,2730,64,53361.0,53271.0,0.8144
pair64,sorted_descending,hoare_guarded,24,2730,64,36241.0,36111.0,0.5531
pair64,sorted_descending,block,24,2730,64,56801.0,56652.0,0.8669
pair64,sorted_descending,boost_block,24,2730,64,77302.0,76162.0,1.1798
pair64,sorted_descending,fulcrum,24,2730,64,74941.0,73761.0,1.1438
pair64,sorted_descending,block_simd_amd,24,2730,64,77502.0,76622.0,1.1829
pair64,sorted_descending,sized,24,2730,64,71882.0,69521.0,1.0971
pair64,sorted_descending,std_partition,64,1024,64,48611.0,48361.0,0.7417
pair64,sorted_descending,lomuto,64,1024,64,73041.0,72572.0,1.1145
pair64,sorted_descending,lomuto_branchless,64,1024,64,82941.0,82142.0,1.2656
pair64,sorted_descending,hoare,64,1024,64,56142.0,55521.0,0.8567
pair64,sorted_descending,hoare_guarded,64,1024,64,40181.0,39961.0,0.6131
pair64,sorted_descending,block,64,1024,64,58371.0,56321.0,0.8907
pair64,sorted_descending,boost_block,64,1024,64,66661.0,66002.0,1.0172
pair64,sorted_descending,fulcrum,64,1024,64,62572.0,61352.0,0.9548
pair64,sorted_descending,block_simd_amd,64,1024,64,67032.0,66102.0,1.0228
pair64,sorted_descending,sized,64,1024,64,67672.0,66572.0,1.0326
pair64,sorted_descending,std_partition,256,256,64,47031.0,46231.0,0.7176
pair64,sorted_descending,lomuto,256,256,64,67342.0,66261.0,1.0276
pair64,sorted_descending,lomuto_branchless,256,256,64,74842.0,74041.0,1.1420
pair64,sorted_descending,hoare,256,256,64,53301.0,52401.0,0.8133
pair64,sorted_descending,hoare_guarded,256,256,64,40041.0,39031.0,0.6110
pair64,sorted_descending,block,256,256,64,53742.0,53181.0,0.8200
pair64,sorted_descending,boost_block,256,256,64,67462.0,66861.0,1.0294
pair64,sorted_descending,fulcrum,256,256,64,70171.0,68911.0,1.0707
pair64,sorted_descending,block_simd_amd,256,256,64,67881.0,67161.0,1.0358
pair64,sorted_descending,sized,256,256,64,68332.0,67442.0,1.0427
pair64,sorted_descending,std_partition,1024,64,64,32711.0,32051.0,0.4991
pair64,sorted_descending,lomuto,1024,64,64,45741.0,44911.0,0.6980
pair64,sorted_descending,lomuto_branchless,1024,64,64,52221.0,51591.0,0.7968
pair64,sorted_descending,hoare,1024,64,64,36291.0,35560.0,0.5538
pair64,sorted_descending,hoare_guarded,1024,64,64,29641.0,28881.0,0.4523
pair64,sorted_descending,block,1024,64,64,68401.0,67911.0,1.0437
pair64,sorted_descending,boost_block,1024,64,64,62141.0,61442.0,0.9482
pair64,sorted_descending,fulcrum,1024,64,64,52671.0,51961.0,0.8037
pair64,sorted_descending,block_simd_amd,1024,64,64,62111.0,61302.0,0.9477
pair64,sorted_descending,sized,1024,64,64,61612.0,61151.0,0.9401
pair64,sorted_descending,std_partition,4096,16,64,27741.0,27020.0,0.4233
pair64,sorted_descending,lomuto,4096,16,64,41261.0,40371.0,0.6296
pair64,sorted_descending,lomuto_branchless,4096,16,64,46581.0,46081.0,0.7108
pair64,sorted_descending,hoare,4096,16,64,32960.0,32271.0,0.5029
pair64,sorted_descending,hoare_guarded,4096,16,64,25900.0,25350.0,0.3952
pair64,sorted_descending,block,4096,16,64,73082.0,72502.0,1.1151
pair64,sorted_descending,boost_block,4096,16,64,61191.0,60302.0,0.9337
pair64,sorted_descending,fulcrum,4096,16,64,47131.0,45811.0,0.7192
pair64,sorted_descending,block_simd_amd,4096,16,64,61512.0,61032.0,0.9386
pair64,sorted_descending,sized,4096,16,64,61292.0,60701.0,0.9352
pair64,sorted_descending,std_partition,65536,1,64,26091.0,25330.0,0.3981
pair64,sorted_descending,lomuto,65536,1,64,40291.0,39531.0,0.6148
pair64,sorted_descending,lomuto_branchless,65536,1,64,45491.0,44541.0,0.6941
pair64,sorted_descending,hoare,65536,1,64,31821.0,31361.0,0.4855
pair64,sorted_descending,hoare_guarded,65536,1,64,25211.0,24300.0,0.3847
pair64,sorted_descending,block,65536,1,64,74342.0,73562.0,1.1344
pair64,sorted_descending,boost_block,65536,1,64,60491.0,59811.0,0.9230
pair64,sorted_descending,fulcrum,65536,1,64,45221.0,43451.0,0.6900
pair64,sorted_descending,block_simd_amd,65536,1,64,61172.0,60331.0,0.9334
pair64,sorted_descending,sized,65536,1,64,61131.0,60261.0,0.9328
pair64,sorted_descending,std_partition,262144,1,16,97632.0,97472.0,0.3724
pair64,sorted_descending,lomuto,262144,1,16,149564.0,148423.0,0.5705
pair64,sorted_descending,lomuto_branchless,262144,1,16,173174.0,172594.0,0.6606
pair64,sorted_descending,hoare,262144,1,16,122083.0,121503.0,0.4657
pair64,sorted_descending,hoare_guarded,262144,1,16,94752.0,94482.0,0.3615
pair64,sorted_descending,block,262144,1,16,297316.0,293527.0,1.1342
pair64,sorted_descending,boost_block,262144,1,16,240916.0,239276.0,0.9190
pair64,sorted_descending,fulcrum,262144,1,16,172664.0,169544.0,0.6587
pair64,sorted_descending,block_simd_amd,262144,1,16,243186.0,239885.0,0.9277
pair64,sorted_descending,sized,262144,1,16,241046.0,240395.0,0.9195
pair64,sorted_descending,std_partition,1048576,1,5,401169.0,400739.0,0.3826
pair64,sorted_descending,lomuto,1048576,1,5,618074.0,615194.0,0.5894
pair64,sorted_descending,lomuto_branchless,1048576,1,5,702097.0,697796.0,0.6696
pair64,sorted_descending,hoare,1048576,1,5,502041.0,498751.0,0.4788
pair64,sorted_descending,hoare_guarded,1048576,1,5,384259.0,380638.0,0.3665
pair64,sorted_descending,block,1048576,1,5,1182587.0,1180937.0,1.1278
pair64,sorted_descending,boost_block,1048576,1,5,973262.0,965512.0,0.9282
pair64,sorted_descending,fulcrum,1048576,1,5,687996.0,674656.0,0.6561
pair64,sorted_descending,block_simd_amd,1048576,1,5,972833.0,967772.0,0.9278
pair64,sorted_descending,sized,1048576,1,5,972552.0,971342.0,0.9275
pair64,sorted_descending,std_partition,4194304,1,5,3844628.0,3789787.0,0.9166
pair64,sorted_descending,lomuto,4194304,1,5,5188138.0,5131348.0,1.2369
pair64,sorted_descending,lomuto_branchless,4194304,1,5,5758532.0,5587128.0,1.3729
pair64,sorted_descending,hoare,4194304,1,5,4001191.0,3970720.0,0.9540
pair64,sorted_descending,hoare_guarded,4194304,1,5,3906810.0,3773476.0,0.9315
pair64,sorted_descending,block,4194304,1,5,5125447.0,5097717.0,1.2220
pair64,sorted_descending,boost_block,4194304,1,5,4649546.0,4624186.0,1.1085
pair64,sorted_descending,fulcrum,4194304,1,5,3912979.0,3893309.0,0.9329
pair64,sorted_descending,block_simd_amd,4194304,1,5,4661397.0,4654247.0,1.1114
pair64,sorted_descending,sized,4194304,1,5,4689408.0,4683387.0,1.1180
pair64,organ_pipe,std_partition,4,16384,64,59261.0,58642.0,0.9043
pair64,organ_pipe,lomuto,4,16384,64,74142.0,62392.0,1.1313
pair64,organ_pipe,lomuto_branchless,4,16384,64,65771.0,63401.0,1.0036
pair64,organ_pipe,hoare,4,16384,64,65471.0,64232.0,0.9990
pair64,organ_pipe,hoare_guarded,4,16384,64,45512.0,45251.0,0.6945
pair64,organ_pipe,block,4,16384,64,77071.0,76182.0,1.1760
pair64,organ_pipe,boost_block,4,16384,64,73332.0,52421.0,1.1190
pair64,organ_pipe,fulcrum,4,16384,64,80812.0,79931.0,1.2331
pair64,organ_pipe,block_simd_amd,4,16384,64,75252.0,73632.0,1.1483
pair64,organ_pipe,sized,4,16384,64,71191.0,70441.0,1.0863
pair64,organ_pipe,std_partition,8,8192,64,59302.0,58172.0,0.9049
pair64,organ_pipe,lomuto,8,8192,64,69372.0,67182.0,1.0585
pair64,organ_pipe,lomuto_branchless,8,8192,64,71202.0,68231.0,1.0865
pair64,organ_pipe,hoare,8,8192,64,58792.0,54101.0,0.8971
pair64,organ_pipe,hoare_guarded,8,8192,64,64711.0,64652.0,0.9874
pair64,organ_pipe,block,8,8192,64,59371.0,59241.0,0.9059
pair64,organ_pipe,boost_block,8,8192,64,48981.0,47921.0,0.7474
pair64,organ_pipe,fulcrum,8,8192,64,83752.0,70872.0,1.2780
pair64,organ_pipe,block_simd_amd,8,8192,64,84042.0,69552.0,1.2824
pair64,organ_pipe,sized,8,8192,64,72791.0,69311.0,1.1107
pair64,organ_pipe,std_partition,16,4096,64,59601.0,59251.0,0.9094
pair64,organ_pipe,lomuto,16,4096,64,72592.0,71752.0,1.1077
pair64,organ_pipe,lomuto_branchless,16,4096,64,70631.0,69671.0,1.0777
pair64,organ_pipe,hoare,16,4096,64,50091.0,49811.0,0.7643
pair64,organ_pipe,hoare_guarded,16,4096,64,76912.0,76502.0,1.1736
pair64,organ_pipe,block,16,4096,64,53442.0,52882.0,0.8155
pair64,organ_pipe,boost_block,16,4096,64,106112.0,105472.0,1.6191
pair64,organ_pipe,fulcrum,16,4096,64,108112.0,106983.0,1.6497
pair64,organ_pipe,block_simd_amd,16,4096,64,105572.0,104942.0,1.6109
