type,distribution,algorithm,n,batch,reps,median_ns_total,min_ns_total,ns_per_elem
i64,sorted_ascending,block,8,8192,64,31331.0,31271.0,0.4781
i64,sorted_ascending,boost_block,8,8192,64,27960.0,27800.0,0.4266
i64,sorted_ascending,fulcrum,8,8192,64,29861.0,29671.0,0.4556
i64,sorted_ascending,block_simd_amd,8,8192,64,28110.0,27861.0,0.4289
i64,sorted_ascending,sized,8,8192,64,40501.0,40371.0,0.6180
i64,sorted_ascending,std_partition,16,4096,64,21000.0,20971.0,0.3204
i64,sorted_ascending,lomuto,16,4096,64,29691.0,25331.0,0.4530
i64,sorted_ascending,lomuto_branchless,16,4096,64,40231.0,39901.0,0.6139
i64,sorted_ascending,hoare,16,4096,64,24550.0,24371.0,0.3746
i64,sorted_ascending,hoare_guarded,16,4096,64,24601.0,24351.0,0.3754
i64,sorted_ascending,block,16,4096,64,25250.0,25190.0,0.3853
i64,sorted_ascending,boost_block,16,4096,64,23520.0,23460.0,0.3589
i64,sorted_ascending,fulcrum,16,4096,64,27331.0,27240.0,0.4170
i64,sorted_ascending,block_simd_amd,16,4096,64,24390.0,24331.0,0.3722
i64,sorted_ascending,sized,16,4096,64,40461.0,40291.0,0.6174
i64,sorted_ascending,std_partition,24,2730,64,23310.0,19431.0,0.3558
i64,sorted_ascending,lomuto,24,2730,64,24471.0,24320.0,0.3735
i64,sorted_ascending,lomuto_branchless,24,2730,64,40051.0,39921.0,0.6113
i64,sorted_ascending,hoare,24,2730,64,22141.0,22021.0,0.3379
i64,sorted_ascending,hoare_guarded,24,2730,64,25031.0,24930.0,0.3820
i64,sorted_ascending,block,24,2730,64,22640.0,22580.0,0.3455
i64,sorted_ascending,boost_block,24,2730,64,20411.0,20291.0,0.3115
i64,sorted_ascending,fulcrum,24,2730,64,21170.0,21070.0,0.3231
i64,sorted_ascending,block_simd_amd,24,2730,64,20930.0,20860.0,0.3194
i64,sorted_ascending,sized,24,2730,64,40361.0,40231.0,0.6160
i64,sorted_ascending,std_partition,64,1024,64,16010.0,15911.0,0.2443
i64,sorted_ascending,lomuto,64,1024,64,28950.0,23720.0,0.4417
i64,sorted_ascending,lomuto_branchless,64,1024,64,40101.0,39871.0,0.6119
i64,sorted_ascending,hoare,64,1024,64,19521.0,19470.0,0.2979
i64,sorted_ascending,hoare_guarded,64,1024,64,21570.0,21451.0,0.3291
i64,sorted_ascending,block,64,1024,64,19790.0,19680.0,0.3020
i64,sorted_ascending,boost_block,64,1024,64,17591.0,17530.0,0.2684
i64,sorted_ascending,fulcrum,64,1024,64,14130.0,14030.0,0.2156
i64,sorted_ascending,block_simd_amd,64,1024,64,17460.0,17410.0,0.2664
i64,sorted_ascending,sized,64,1024,64,40211.0,40001.0,0.6136
i64,sorted_ascending,std_partition,256,256,64,16611.0,16420.0,0.2535
i64,sorted_ascending,lomuto,256,256,64,26370.0,26340.0,0.4024
i64,sorted_ascending,lomuto_branchless,256,256,64,42131.0,41891.0,0.6429
i64,sorted_ascending,hoare,256,256,64,19640.0,19540.0,0.2997
i64,sorted_ascending,hoare_guarded,256,256,64,21211.0,21030.0,0.3237
i64,sorted_ascending,block,256,256,64,19610.0,19500.0,0.2992
i64,sorted_ascending,boost_block,256,256,64,17810.0,17651.0,0.2718
i64,sorted_ascending,fulcrum,256,256,64,32900.0,32471.0,0.5020
i64,sorted_ascending,block_simd_amd,256,256,64,17890.0,17750.0,0.2730
i64,sorted_ascending,sized,256,256,64,41921.0,41651.0,0.6397
i64,sorted_ascending,std_partition,1024,64,64,15280.0,15190.0,0.2332
i64,sorted_ascending,lomuto,1024,64,64,25811.0,25781.0,0.3938
i64,sorted_ascending,lomuto_branchless,1024,64,64,39571.0,39470.0,0.6038
i64,sorted_ascending,hoare,1024,64,64,18491.0,18460.0,0.2822
i64,sorted_ascending,hoare_guarded,1024,64,64,20271.0,20191.0,0.3093
i64,sorted_ascending,block,1024,64,64,30431.0,30220.0,0.4643
i64,sorted_ascending,boost_block,1024,64,64,15220.0,15180.0,0.2322
i64,sorted_ascending,fulcrum,1024,64,64,30120.0,29951.0,0.4596
i64,sorted_ascending,block_simd_amd,1024,64,64,15261.0,15210.0,0.2329
i64,sorted_ascending,sized,1024,64,64,15300.0,15200.0,0.2335
i64,sorted_ascending,std_partition,4096,16,64,14610.0,14520.0,0.2229
i64,sorted_ascending,lomuto,4096,16,64,25681.0,25650.0,0.3919
i64,sorted_ascending,lomuto_branchless,4096,16,64,38951.0,38851.0,0.5943
i64,sorted_ascending,hoare,4096,16,64,17981.0,17940.0,0.2744
i64,sorted_ascending,hoare_guarded,4096,16,64,19731.0,19680.0,0.3011
i64,sorted_ascending,block,4096,16,64,31211.0,31021.0,0.4762
i64,sorted_ascending,boost_block,4096,16,64,14420.0,14340.0,0.2200
i64,sorted_ascending,fulcrum,4096,16,64,29501.0,29281.0,0.4501
i64,sorted_ascending,block_simd_amd,4096,16,64,14411.0,14390.0,0.2199
i64,sorted_ascending,sized,4096,16,64,14450.0,14430.0,0.2205
i64,sorted_ascending,std_partition,65536,1,64,14320.0,14011.0,0.2185
i64,sorted_ascending,lomuto,65536,1,64,25601.0,25441.0,0.3906
i64,sorted_ascending,lomuto_branchless,65536,1,64,38601.0,38311.0,0.5890
i64,sorted_ascending,hoare,65536,1,64,17720.0,17620.0,0.2704
i64,sorted_ascending,hoare_guarded,65536,1,64,19380.0,19350.0,0.2957
i64,sorted_ascending,block,65536,1,64,31791.0,31491.0,0.4851
i64,sorted_ascending,boost_block,65536,1,64,14101.0,14021.0,0.2152
i64,sorted_ascending,fulcrum,65536,1,64,29070.0,28791.0,0.4436
i64,sorted_ascending,block_simd_amd,65536,1,64,14101.0,14021.0,0.2152
i64,sorted_ascending,sized,65536,1,64,14021.0,14010.0,0.2139
i64,sorted_ascending,std_partition,262144,1,16,56732.0,56041.0,0.2164
i64,sorted_ascending,lomuto,262144,1,16,102263.0,101662.0,0.3901
i64,sorted_ascending,lomuto_branchless,262144,1,16,155454.0,154984.0,0.5930
i64,sorted_ascending,hoare,262144,1,16,84462.0,84422.0,0.3222
i64,sorted_ascending,hoare_guarded,262144,1,16,77392.0,77341.0,0.2952
i64,sorted_ascending,block,262144,1,16,128233.0,127312.0,0.4892
i64,sorted_ascending,boost_block,262144,1,16,56331.0,56311.0,0.2149
i64,sorted_ascending,fulcrum,262144,1,16,116823.0,116373.0,0.4456
i64,sorted_ascending,block_simd_amd,262144,1,16,56362.0,56351.0,0.2150
i64,sorted_ascending,sized,262144,1,16,56331.0,56311.0,0.2149
i64,sorted_ascending,std_partition,1048576,1,5,226035.0,222935.0,0.2156
i64,sorted_ascending,lomuto,1048576,1,5,409229.0,406890.0,0.3903
i64,sorted_ascending,lomuto_branchless,1048576,1,5,619115.0,618204.0,0.5904
i64,sorted_ascending,hoare,1048576,1,5,340048.0,334218.0,0.3243
i64,sorted_ascending,hoare_guarded,1048576,1,5,328787.0,326538.0,0.3136
i64,sorted_ascending,block,1048576,1,5,503782.0,497952.0,0.4804
i64,sorted_ascending,boost_block,1048576,1,5,221575.0,221396.0,0.2113
i64,sorted_ascending,fulcrum,1048576,1,5,459890.0,458631.0,0.4386
i64,sorted_ascending,block_simd_amd,1048576,1,5,221925.0,221525.0,0.2116
i64,sorted_ascending,sized,1048576,1,5,220835.0,220195.0,0.2106
i64,sorted_ascending,std_partition,4194304,1,5,1532365.0,1522055.0,0.3653
i64,sorted_ascending,lomuto,4194304,1,5,2126699.0,2111889.0,0.5070
i64,sorted_ascending,lomuto_branchless,4194304,1,5,2618811.0,2604849.0,0.6244
i64,sorted_ascending,hoare,4194304,1,5,1740370.0,1734580.0,0.4149
i64,sorted_ascending,hoare_guarded,4194304,1,5,1670999.0,1664108.0,0.3984
i64,sorted_ascending,block,4194304,1,5,2085858.0,2083778.0,0.4973
i64,sorted_ascending,boost_block,4194304,1,5,1469644.0,1463734.0,0.3504
i64,sorted_ascending,fulcrum,4194304,1,5,2081217.0,2071667.0,0.4962
i64,sorted_ascending,block_simd_amd,4194304,1,5,1474804.0,1467474.0,0.3516
i64,sorted_ascending,sized,4194304,1,5,1445723.0,1441153.0,0.3447
i64,sorted_descending,std_partition,4,16384,64,55611.0,54821.0,0.8486
i64,sorted_descending,lomuto,4,16384,64,34971.0,34771.0,0.5336
i64,sorted_descending,lomuto_branchless,4,16384,64,42311.0,41851.0,0.6456
i64,sorted_descending,hoare,4,16384,64,36041.0,34511.0,0.5499
i64,sorted_descending,hoare_guarded,4,16384,64,35100.0,34831.0,0.5356
i64,sorted_descending,block,4,16384,64,52541.0,48021.0,0.8017
i64,sorted_descending,boost_block,4,16384,64,45221.0,38481.0,0.6900
i64,sorted_descending,fulcrum,4,16384,64,44821.0,40820.0,0.6839
i64,sorted_descending,block_simd_amd,4,16384,64,44811.0,39231.0,0.6838
i64,sorted_descending,sized,4,16384,64,42551.0,41901.0,0.6493
i64,sorted_descending,std_partition,8,8192,64,49211.0,48651.0,0.7509
i64,sorted_descending,lomuto,8,8192,64,33910.0,27980.0,0.5174
i64,sorted_descending,lomuto_branchless,8,8192,64,40491.0,40300.0,0.6178
i64,sorted_descending,hoare,8,8192,64,38350.0,35001.0,0.5852
i64,sorted_descending,hoare_guarded,8,8192,64,38691.0,37231.0,0.5904
i64,sorted_descending,block,8,8192,64,44031.0,41101.0,0.6719
i64,sorted_descending,boost_block,8,8192,64,38461.0,36561.0,0.5869
i64,sorted_descending,fulcrum,8,8192,64,41691.0,37521.0,0.6362
i64,sorted_descending,block_simd_amd,8,8192,64,38550.0,36721.0,0.5882
i64,sorted_descending,sized,8,8192,64,40971.0,40631.0,0.6252
i64,sorted_descending,std_partition,16,4096,64,49001.0,48921.0,0.7477
i64,sorted_descending,lomuto,16,4096,64,30751.0,25451.0,0.4692
i64,sorted_descending,lomuto_branchless,16,4096,64,40131.0,39871.0,0.6124
i64,sorted_descending,hoare,16,4096,64,41971.0,40290.0,0.6404
i64,sorted_descending,hoare_guarded,16,4096,64,47121.0,44461.0,0.7190
i64,sorted_descending,block,16,4096,64,46171.0,44521.0,0.7045
i64,sorted_descending,boost_block,16,4096,64,98372.0,89292.0,1.5010
i64,sorted_descending,fulcrum,16,4096,64,96052.0,90802.0,1.4656
i64,sorted_descending,block_simd_amd,16,4096,64,98872.0,96252.0,1.5087
i64,sorted_descending,sized,16,4096,64,40581.0,40321.0,0.6192
i64,sorted_descending,std_partition,24,2730,64,48331.0,47831.0,0.7377
i64,sorted_descending,lomuto,24,2730,64,29361.0,25061.0,0.4481
i64,sorted_descending,lomuto_branchless,24,2730,64,40471.0,40281.0,0.6177
i64,sorted_descending,hoare,24,2730,64,43161.0,41811.0,0.6587
i64,sorted_descending,hoare_guarded,24,2730,64,47841.0,47531.0,0.7302
i64,sorted_descending,block,24,2730,64,46602.0,45311.0,0.7113
i64,sorted_descending,boost_block,24,2730,64,65412.0,64642.0,0.9984
i64,sorted_descending,fulcrum,24,2730,64,67911.0,67331.0,1.0365
i64,sorted_descending,block_simd_amd,24,2730,64,64812.0,64141.0,0.9892
i64,sorted_descending,sized,24,2730,64,40661.0,40560.0,0.6206
i64,sorted_descending,std_partition,64,1024,64,52651.0,49101.0,0.8034
i64,sorted_descending,lomuto,64,1024,64,28720.0,28311.0,0.4382
i64,sorted_descending,lomuto_branchless,64,1024,64,40371.0,40051.0,0.6160
i64,sorted_descending,hoare,64,1024,64,48651.0,44781.0,0.7424
i64,sorted_descending,hoare_guarded,64,1024,64,52082.0,51961.0,0.7947
i64,sorted_descending,block,64,1024,64,49362.0,46321.0,0.7532
i64,sorted_descending,boost_block,64,1024,64,51691.0,50822.0,0.7887
i64,sorted_descending,fulcrum,64,1024,64,53191.0,52661.0,0.8116
i64,sorted_descending,block_simd_amd,64,1024,64,51361.0,50951.0,0.7837
i64,sorted_descending,sized,64,1024,64,40221.0,40020.0,0.6137
i64,sorted_descending,std_partition,256,256,64,49771.0,49672.0,0.7594
i64,sorted_descending,lomuto,256,256,64,30110.0,29531.0,0.4594
i64,sorted_descending,lomuto_branchless,256,256,64,42591.0,42291.0,0.6499
i64,sorted_descending,hoare,256,256,64,42271.0,42001.0,0.6450
i64,sorted_descending,hoare_guarded,256,256,64,55942.0,55841.0,0.8536
i64,sorted_descending,block,256,256,64,44101.0,43861.0,0.6729
i64,sorted_descending,boost_block,256,256,64,50051.0,49511.0,0.7637
i64,sorted_descending,fulcrum,256,256,64,32991.0,32691.0,0.5034
i64,sorted_descending,block_simd_amd,256,256,64,50321.0,49971.0,0.7678
i64,sorted_descending,sized,256,256,64,42501.0,42121.0,0.6485
i64,sorted_descending,std_partition,1024,64,64,47821.0,47632.0,0.7297
i64,sorted_descending,lomuto,1024,64,64,28250.0,28210.0,0.4311
i64,sorted_descending,lomuto_branchless,1024,64,64,39400.0,39111.0,0.6012
i64,sorted_descending,hoare,1024,64,64,40381.0,40330.0,0.6162
i64,sorted_descending,hoare_guarded,1024,64,64,54542.0,54411.0,0.8322
i64,sorted_descending,block,1024,64,64,49731.0,49351.0,0.7588
i64,sorted_descending,boost_block,1024,64,64,43841.0,43441.0,0.6690
i64,sorted_descending,fulcrum,1024,64,64,29961.0,29810.0,0.4572
i64,sorted_descending,block_simd_amd,1024,64,64,38551.0,37981.0,0.5882
i64,sorted_descending,sized,1024,64,64,42911.0,42491.0,0.6548
i64,sorted_descending,std_partition,4096,16,64,47401.0,47111.0,0.7233
i64,sorted_descending,lomuto,4096,16,64,28340.0,28171.0,0.4324
i64,sorted_descending,lomuto_branchless,4096,16,64,38631.0,38511.0,0.5895
i64,sorted_descending,hoare,4096,16,64,40151.0,40121.0,0.6127
i64,sorted_descending,hoare_guarded,4096,16,64,54341.0,54102.0,0.8292
i64,sorted_descending,block,4096,16,64,50852.0,50181.0,0.7759
i64,sorted_descending,boost_block,4096,16,64,40821.0,40131.0,0.6229
i64,sorted_descending,fulcrum,4096,16,64,29460.0,29191.0,0.4495
i64,sorted_descending,block_simd_amd,4096,16,64,33900.0,33391.0,0.5173
i64,sorted_descending,sized,4096,16,64,40221.0,39621.0,0.6137
i64,sorted_descending,std_partition,65536,1,64,47431.0,47181.0,0.7237
i64,sorted_descending,lomuto,65536,1,64,28881.0,28581.0,0.4407
i64,sorted_descending,lomuto_branchless,65536,1,64,39311.0,38951.0,0.5998
i64,sorted_descending,hoare,65536,1,64,40241.0,40160.0,0.6140
i64,sorted_descending,hoare_guarded,65536,1,64,54172.0,53861.0,0.8266
i64,sorted_descending,block,65536,1,64,51471.0,50971.0,0.7854
i64,sorted_descending,boost_block,65536,1,64,39891.0,39341.0,0.6087
i64,sorted_descending,fulcrum,65536,1,64,28830.0,28570.0,0.4399
i64,sorted_descending,block_simd_amd,65536,1,64,32371.0,31761.0,0.4939
i64,sorted_descending,sized,65536,1,64,39071.0,38461.0,0.5962
i64,sorted_descending,std_partition,262144,1,16,182024.0,181004.0,0.6944
i64,sorted_descending,lomuto,262144,1,16,115112.0,114323.0,0.4391
i64,sorted_descending,lomuto_branchless,262144,1,16,156623.0,155954.0,0.5975
i64,sorted_descending,hoare,262144,1,16,162134.0,160283.0,0.6185
i64,sorted_descending,hoare_guarded,262144,1,16,215935.0,215795.0,0.8237
i64,sorted_descending,block,262144,1,16,200714.0,198465.0,0.7657
i64,sorted_descending,boost_block,262144,1,16,158034.0,154073.0,0.6029
i64,sorted_descending,fulcrum,262144,1,16,115973.0,115593.0,0.4424
i64,sorted_descending,block_simd_amd,262144,1,16,124933.0,123443.0,0.4766
i64,sorted_descending,sized,262144,1,16,155514.0,152033.0,0.5932
i64,sorted_descending,std_partition,1048576,1,5,726337.0,725237.0,0.6927
i64,sorted_descending,lomuto,1048576,1,5,462090.0,457000.0,0.4407
i64,sorted_descending,lomuto_branchless,1048576,1,5,625754.0,622375.0,0.5968
i64,sorted_descending,hoare,1048576,1,5,641194.0,640665.0,0.6115
i64,sorted_descending,hoare_guarded,1048576,1,5,862260.0,861950.0,0.8223
i64,sorted_descending,block,1048576,1,5,815238.0,805718.0,0.7775
i64,sorted_descending,boost_block,1048576,1,5,632105.0,620034.0,0.6028
i64,sorted_descending,fulcrum,1048576,1,5,461321.0,453051.0,0.4399
i64,sorted_descending,block_simd_amd,1048576,1,5,503071.0,498701.0,0.4798
i64,sorted_descending,sized,1048576,1,5,617334.0,616005.0,0.5887
i64,sorted_descending,std_partition,4194304,1,5,2983418.0,2970509.0,0.7113
i64,sorted_descending,lomuto,4194304,1,5,2510377.0,2495158.0,0.5985
i64,sorted_descending,lomuto_branchless,4194304,1,5,3025980.0,2989668.0,0.7214
i64,sorted_descending,hoare,4194304,1,5,2682492.0,2650051.0,0.6396
i64,sorted_descending,hoare_guarded,4194304,1,5,3520891.0,3490530.0,0.8394
i64,sorted_descending,block,4194304,1,5,3249865.0,3231434.0,0.7748
i64,sorted_descending,boost_block,4194304,1,5,2590689.0,2583649.0,0.6177
i64,sorted_descending,fulcrum,4194304,1,5,2061217.0,2055437.0,0.4914
i64,sorted_descending,block_simd_amd,4194304,1,5,2316564.0,2281252.0,0.5523
i64,sorted_descending,sized,4194304,1,5,2768484.0,2638561.0,0.6601
i64,organ_pipe,std_partition,4,16384,64,42001.0,41780.0,0.6409
i64,organ_pipe,lomuto,4,16384,64,38461.0,38441.0,0.5869
i64,organ_pipe,lomuto_branchless,4,16384,64,40071.0,39811.0,0.6114
i64,organ_pipe,hoare,4,16384,64,32750.0,31720.0,0.4997
i64,organ_pipe,hoare_guarded,4,16384,64,35340.0,34981.0,0.5392
i64,organ_pipe,block,4,16384,64,38100.0,38011.0,0.5814
i64,organ_pipe,boost_block,4,16384,64,31551.0,31320.0,0.4814
i64,organ_pipe,fulcrum,4,16384,64,35051.0,34671.0,0.5348
i64,organ_pipe,block_simd_amd,4,16384,64,31361.0,31271.0,0.4785
i64,organ_pipe,sized,4,16384,64,46161.0,46021.0,0.7044
i64,organ_pipe,std_partition,8,8192,64,27961.0,27950.0,0.4267
i64,organ_pipe,lomuto,8,8192,64,33180.0,33170.0,0.5063
i64,organ_pipe,lomuto_branchless,8,8192,64,39321.0,39011.0,0.6000
i64,organ_pipe,hoare,8,8192,64,26320.0,24640.0,0.4016
i64,organ_pipe,hoare_guarded,8,8192,64,24990.0,24721.0,0.3813
i64,organ_pipe,block,8,8192,64,26261.0,26080.0,0.4007
i64,organ_pipe,boost_block,8,8192,64,24481.0,24390.0,0.3736
i64,organ_pipe,fulcrum,8,8192,64,26191.0,26080.0,0.3996
i64,organ_pipe,block_simd_amd,8,8192,64,24471.0,24340.0,0.3734
i64,organ_pipe,sized,8,8192,64,40481.0,40251.0,0.6177
i64,organ_pipe,std_partition,16,4096,64,22840.0,22720.0,0.3485
i64,organ_pipe,lomuto,16,4096,64,32301.0,32121.0,0.4929
i64,organ_pipe,lomuto_branchless,16,4096,64,38071.0,37931.0,0.5809
i64,organ_pipe,hoare,16,4096,64,15110.0,14950.0,0.2306
i64,organ_pipe,hoare_guarded,16,4096,64,20360.0,20261.0,0.3107
i64,organ_pipe,block,16,4096,64,15700.0,15660.0,0.2396
i64,organ_pipe,boost_block,16,4096,64,25341.0,25271.0,0.3867
i64,organ_pipe,fulcrum,16,4096,64,32580.0,32331.0,0.4971
i64,organ_pipe,block_simd_amd,16,4096,64,26120.0,26060.0,0.3986
i64,organ_pipe,sized,16,4096,64,39311.0,39001.0,0.5998
i64,organ_pipe,std_partition,24,2730,64,19281.0,18700.0,0.2943
i64,organ_pipe,lomuto,24,2730,64,31000.0,30830.0,0.4731
i64,organ_pipe,lomuto_branchless,24,2730,64,38340.0,37971.0,0.5852
i64,organ_pipe,hoare,24,2730,64,12950.0,11821.0,0.1976
i64,organ_pipe,hoare_guarded,24,2730,64,17180.0,17060.0,0.2622
i64,organ_pipe,block,24,2730,64,12320.0,12260.0,0.1880
i64,organ_pipe,boost_block,24,2730,64,22310.0,22171.0,0.3405
i64,organ_pipe,fulcrum,24,2730,64,26460.0,26360.0,0.4038
i64,organ_pipe,block_simd_amd,24,2730,64,22770.0,22710.0,0.3475
i64,organ_pipe,sized,24,2730,64,38881.0,38731.0,0.5934
i64,organ_pipe,std_partition,64,1024,64,15360.0,13740.0,0.2344
i64,organ_pipe,lomuto,64,1024,64,32351.0,32171.0,0.4936
i64,organ_pipe,lomuto_branchless,64,1024,64,37811.0,37361.0,0.5770
i64,organ_pipe,hoare,64,1024,64,11090.0,9070.0,0.1692
i64,organ_pipe,hoare_guarded,64,1024,64,14390.0,13160.0,0.2196
i64,organ_pipe,block,64,1024,64,11401.0,9311.0,0.1740
i64,organ_pipe,boost_block,64,1024,64,19711.0,17111.0,0.3008
i64,organ_pipe,fulcrum,64,1024,64,21791.0,18791.0,0.3325
i64,organ_pipe,block_simd_amd,64,1024,64,19771.0,17270.0,0.3017
i64,organ_pipe,sized,64,1024,64,37951.0,37881.0,0.5791
i64,organ_pipe,std_partition,256,256,64,13141.0,13080.0,0.2005
i64,organ_pipe,lomuto,256,256,64,29101.0,29090.0,0.4440
i64,organ_pipe,lomuto_branchless,256,256,64,38401.0,38111.0,0.5860
i64,organ_pipe,hoare,256,256,64,8830.0,8740.0,0.1347
i64,organ_pipe,hoare_guarded,256,256,64,12851.0,12740.0,0.1961
i64,organ_pipe,block,256,256,64,8870.0,8750.0,0.1353
i64,organ_pipe,boost_block,256,256,64,16700.0,16620.0,0.2548
i64,organ_pipe,fulcrum,256,256,64,32251.0,32031.0,0.4921
i64,organ_pipe,block_simd_amd,256,256,64,16830.0,16730.0,0.2568
i64,organ_pipe,sized,256,256,64,38411.0,38120.0,0.5861
i64,organ_pipe,std_partition,1024,64,64,11181.0,11130.0,0.1706
i64,organ_pipe,lomuto,1024,64,64,28251.0,28220.0,0.4311
i64,organ_pipe,lomuto_branchless,1024,64,64,38071.0,37890.0,0.5809
i64,organ_pipe,hoare,1024,64,64,7930.0,7880.0,0.1210
i64,organ_pipe,hoare_guarded,1024,64,64,11141.0,11090.0,0.1700
i64,organ_pipe,block,1024,64,64,30590.0,30490.0,0.4668
i64,organ_pipe,boost_block,1024,64,64,14670.0,14610.0,0.2238
i64,organ_pipe,fulcrum,1024,64,64,29540.0,29271.0,0.4507
i64,organ_pipe,block_simd_amd,1024,64,64,14731.0,14700.0,0.2248
i64,organ_pipe,sized,1024,64,64,14661.0,14570.0,0.2237
i64,organ_pipe,std_partition,4096,16,64,10720.0,10640.0,0.1636
i64,organ_pipe,lomuto,4096,16,64,27920.0,27870.0,0.4260
i64,organ_pipe,lomuto_branchless,4096,16,64,37761.0,37651.0,0.5762
i64,organ_pipe,hoare,4096,16,64,7400.0,7350.0,0.1129
i64,organ_pipe,hoare_guarded,4096,16,64,10810.0,10740.0,0.1649
i64,organ_pipe,block,4096,16,64,31101.0,31020.0,0.4746
i64,organ_pipe,boost_block,4096,16,64,14171.0,14150.0,0.2162
i64,organ_pipe,fulcrum,4096,16,64,29051.0,28950.0,0.4433
i64,organ_pipe,block_simd_amd,4096,16,64,14221.0,14150.0,0.2170
i64,organ_pipe,sized,4096,16,64,14171.0,14141.0,0.2162
i64,organ_pipe,std_partition,65536,1,64,10480.0,10420.0,0.1599
i64,organ_pipe,lomuto,65536,1,64,27651.0,27640.0,0.4219
i64,organ_pipe,lomuto_branchless,65536,1,64,37581.0,37381.0,0.5734
i64,organ_pipe,hoare,65536,1,64,7190.0,7110.0,0.1097
i64,organ_pipe,hoare_guarded,65536,1,64,10770.0,10510.0,0.1643
i64,organ_pipe,block,65536,1,64,31301.0,31171.0,0.4776
i64,organ_pipe,boost_block,65536,1,64,14000.0,13970.0,0.2136
i64,organ_pipe,fulcrum,65536,1,64,28941.0,28730.0,0.4416
i64,organ_pipe,block_simd_amd,65536,1,64,13960.0,13940.0,0.2130
i64,organ_pipe,sized,65536,1,64,13951.0,13940.0,0.2129
i64,organ_pipe,std_partition,262144,1,16,41671.0,41621.0,0.1590
i64,organ_pipe,lomuto,262144,1,16,110563.0,110543.0,0.4218
i64,organ_pipe,lomuto_branchless,262144,1,16,151393.0,150363.0,0.5775
i64,organ_pipe,hoare,262144,1,16,56322.0,56021.0,0.2149
i64,organ_pipe,hoare_guarded,262144,1,16,42101.0,41861.0,0.1606
i64,organ_pipe,block,262144,1,16,124983.0,124583.0,0.4768
i64,organ_pipe,boost_block,262144,1,16,55962.0,55671.0,0.2135
i64,organ_pipe,fulcrum,262144,1,16,115543.0,115162.0,0.4408
i64,organ_pipe,block_simd_amd,262144,1,16,55712.0,55691.0,0.2125
i64,organ_pipe,sized,262144,1,16,55962.0,55681.0,0.2135
i64,organ_pipe,std_partition,1048576,1,5,165843.0,165754.0,0.1582
i64,organ_pipe,lomuto,1048576,1,5,440020.0,439640.0,0.4196
i64,organ_pipe,lomuto_branchless,1048576,1,5,604934.0,600723.0,0.5769
i64,organ_pipe,hoare,1048576,1,5,220855.0,220485.0,0.2106
i64,organ_pipe,hoare_guarded,1048576,1,5,166834.0,165453.0,0.1591
i64,organ_pipe,block,1048576,1,5,499102.0,493191.0,0.4760
i64,organ_pipe,boost_block,1048576,1,5,221355.0,220145.0,0.2111
i64,organ_pipe,fulcrum,1048576,1,5,461471.0,457681.0,0.4401
i64,organ_pipe,block_simd_amd,1048576,1,5,220355.0,220275.0,0.2101
i64,organ_pipe,sized,1048576,1,5,220115.0,219045.0,0.2099
i64,organ_pipe,std_partition,4194304,1,5,1395172.0,1391452.0,0.3326
i64,organ_pipe,lomuto,4194304,1,5,1979786.0,1976066.0,0.4720
i64,organ_pipe,lomuto_branchless,4194304,1,5,2590249.0,2579299.0,0.6176
i64,organ_pipe,hoare,4194304,1,5,1616287.0,1512535.0,0.3854
i64,organ_pipe,hoare_guarded,4194304,1,5,1380872.0,1376852.0,0.3292
i64,organ_pipe,block,4194304,1,5,2187340.0,2184840.0,0.5215
i64,organ_pipe,boost_block,4194304,1,5,1460943.0,1457163.0,0.3483
i64,organ_pipe,fulcrum,4194304,1,5,2326833.0,2295443.0,0.5548
i64,organ_pipe,block_simd_amd,4194304,1,5,1524335.0,1488444.0,0.3634
i64,organ_pipe,sized,4194304,1,5,1462234.0,1452973.0,0.3486
i64,median_of_3_killer,std_partition,4,16384,64,41731.0,41281.0,0.6368
i64,median_of_3_killer,lomuto,4,16384,64,38461.0,38251.0,0.5869
i64,median_of_3_killer,lomuto_branchless,4,16384,64,40071.0,39831.0,0.6114
i64,median_of_3_killer,hoare,4,16384,64,34061.0,31400.0,0.5197
i64,median_of_3_killer,hoare_guarded,4,16384,64,34891.0,34771.0,0.5324
i64,median_of_3_killer,block,4,16384,64,38371.0,38311.0,0.5855
i64,median_of_3_killer,boost_block,4,16384,64,31251.0,31121.0,0.4769
i64,median_of_3_killer,fulcrum,4,16384,64,34871.0,34641.0,0.5321
i64,median_of_3_killer,block_simd_amd,4,16384,64,31621.0,31411.0,0.4825
i64,median_of_3_killer,sized,4,16384,64,45921.0,45651.0,0.7007
i64,median_of_3_killer,std_partition,8,8192,64,27970.0,27950.0,0.4268
i64,median_of_3_killer,lomuto,8,8192,64,33210.0,33071.0,0.5067
i64,median_of_3_killer,lomuto_branchless,8,8192,64,39341.0,39101.0,0.6003
i64,median_of_3_killer,hoare,8,8192,64,26171.0,24701.0,0.3993
i64,median_of_3_killer,hoare_guarded,8,8192,64,24640.0,24471.0,0.3760
i64,median_of_3_killer,block,8,8192,64,26071.0,25940.0,0.3978
i64,median_of_3_killer,boost_block,8,8192,64,24511.0,24341.0,0.3740
i64,median_of_3_killer,fulcrum,8,8192,64,26361.0,26150.0,0.4022
i64,median_of_3_killer,block_simd_amd,8,8192,64,24430.0,24350.0,0.3728
i64,median_of_3_killer,sized,8,8192,64,41081.0,40381.0,0.6268
i64,median_of_3_killer,std_partition,16,4096,64,22851.0,22730.0,0.3487
