type,distribution,strategy,n,reps,median_ns,ns_per_elem,smaller_fraction
pair64,random_uniform,last,262144,16,20.0,0.0001,0.7711
pair64,random_uniform,median_of_3,262144,16,20.0,0.0001,0.7211
pair64,random_uniform,median_of_5,262144,16,30.0,0.0001,0.7211
pair64,random_uniform,ninther,262144,16,20.0,0.0001,0.6078
pair64,random_uniform,median_of_5_medians_of_5,262144,16,80.0,0.0003,0.4442
pair64,random_uniform,median_of_5_medians_of_5_898,262144,16,70.0,0.0003,0.4590
pair64,random_uniform,median_of_5_medians_of_3,262144,16,50.0,0.0002,0.6116
pair64,random_uniform,median_of_3_medians_of_5,262144,16,50.0,0.0002,0.6116
pair64,random_uniform,median_of_medians_5,262144,16,1829132.0,6.9776,0.5002
pair64,random_uniform,random,262144,16,30.0,0.0001,0.0609
pair64,random_uniform,midpoint_min_max,262144,16,196715.0,0.7504,0.5002
pair64,random_uniform,midpoint_first_last,262144,16,20.0,0.0001,0.7455
pair64,random_uniform,median_of_3_inplace,262144,16,30.0,0.0001,0.7211
pair64,random_uniform,median_of_medians_5_inplace,262144,16,7328957.0,27.9578,0.5000
pair64,random_uniform,pseudo15,262144,16,40.0,0.0002,0.6790
pair64,random_uniform,pseudo15_s5,262144,16,60.0,0.0002,0.6790
pair64,random_uniform,pseudo9,262144,16,30.0,0.0001,0.7211
pair64,random_uniform,pseudo9_s1,262144,16,30.0,0.0001,0.7211
pair64,random_uniform,pseudo9_s2,262144,16,40.0,0.0002,0.7211
pair64,random_uniform,pseudo9_s3,262144,16,40.0,0.0002,0.7211
pair64,random_uniform,pseudo9_s4,262144,16,30.0,0.0001,0.7211
pair64,random_uniform,pseudo9_s5,262144,16,40.0,0.0002,0.7211
pair64,random_uniform,sorting_network_9,262144,16,40.0,0.0002,0.7211
pair64,random_uniform,first,1048576,5,20.0,0.0000,0.2911
pair64,random_uniform,middle,1048576,5,20.0,0.0000,0.8206
pair64,random_uniform,last,1048576,5,20.0,0.0000,0.8166
pair64,random_uniform,median_of_3,1048576,5,20.0,0.0000,0.8166
pair64,random_uniform,median_of_5,1048576,5,40.0,0.0000,0.5690
pair64,random_uniform,ninther,1048576,5,20.0,0.0000,0.3216
pair64,random_uniform,median_of_5_medians_of_5,1048576,5,70.0,0.0001,0.6409
pair64,random_uniform,median_of_5_medians_of_5_898,1048576,5,70.0,0.0001,0.5305
pair64,random_uniform,median_of_5_medians_of_3,1048576,5,60.0,0.0001,0.3903
pair64,random_uniform,median_of_3_medians_of_5,1048576,5,50.0,0.0000,0.3903
pair64,random_uniform,median_of_medians_5,1048576,5,7425889.0,7.0819,0.5002
pair64,random_uniform,random,1048576,5,40.0,0.0000,0.6923
pair64,random_uniform,midpoint_min_max,1048576,5,779808.0,0.7437,0.4997
pair64,random_uniform,midpoint_first_last,1048576,5,20.0,0.0000,0.5536
pair64,random_uniform,median_of_3_inplace,1048576,5,50.0,0.0000,0.8166
pair64,random_uniform,median_of_medians_5_inplace,1048576,5,28576702.0,27.2529,0.5000
pair64,random_uniform,pseudo15,1048576,5,50.0,0.0000,0.5795
pair64,random_uniform,pseudo15_s5,1048576,5,50.0,0.0000,0.5795
pair64,random_uniform,pseudo9,1048576,5,30.0,0.0000,0.3513
pair64,random_uniform,pseudo9_s1,1048576,5,40.0,0.0000,0.3513
pair64,random_uniform,pseudo9_s2,1048576,5,40.0,0.0000,0.3765
pair64,random_uniform,pseudo9_s3,1048576,5,40.0,0.0000,0.3513
pair64,random_uniform,pseudo9_s4,1048576,5,40.0,0.0000,0.3513
pair64,random_uniform,pseudo9_s5,1048576,5,30.0,0.0000,0.2911
pair64,random_uniform,sorting_network_9,1048576,5,30.0,0.0000,0.3513
pair64,random_uniform,first,4194304,5,20.0,0.0000,0.2685
pair64,random_uniform,middle,4194304,5,20.0,0.0000,0.4382
pair64,random_uniform,last,4194304,5,20.0,0.0000,0.8297
pair64,random_uniform,median_of_3,4194304,5,20.0,0.0000,0.4382
pair64,random_uniform,median_of_5,4194304,5,30.0,0.0000,0.6905
pair64,random_uniform,ninther,4194304,5,30.0,0.0000,0.3918
pair64,random_uniform,median_of_5_medians_of_5,4194304,5,70.0,0.0000,0.3249
pair64,random_uniform,median_of_5_medians_of_5_898,4194304,5,70.0,0.0000,0.4161
pair64,random_uniform,median_of_5_medians_of_3,4194304,5,40.0,0.0000,0.3631
pair64,random_uniform,median_of_3_medians_of_5,4194304,5,50.0,0.0000,0.4215
pair64,random_uniform,median_of_medians_5,4194304,5,39399849.0,9.3937,0.4998
pair64,random_uniform,random,4194304,5,150.0,0.0000,0.3002
pair64,random_uniform,midpoint_min_max,4194304,5,3697485.0,0.8815,0.5005
pair64,random_uniform,midpoint_first_last,4194304,5,20.0,0.0000,0.5493
pair64,random_uniform,median_of_3_inplace,4194304,5,210.0,0.0001,0.4382
pair64,random_uniform,median_of_medians_5_inplace,4194304,5,110538812.0,26.3545,0.5000
pair64,random_uniform,pseudo15,4194304,5,40.0,0.0000,0.4634
pair64,random_uniform,pseudo15_s5,4194304,5,60.0,0.0000,0.4634
pair64,random_uniform,pseudo9,4194304,5,30.0,0.0000,0.6448
pair64,random_uniform,pseudo9_s1,4194304,5,30.0,0.0000,0.6448
pair64,random_uniform,pseudo9_s2,4194304,5,30.0,0.0000,0.6448
pair64,random_uniform,pseudo9_s3,4194304,5,30.0,0.0000,0.6448
pair64,random_uniform,pseudo9_s4,4194304,5,30.0,0.0000,0.6448
pair64,random_uniform,pseudo9_s5,4194304,5,30.0,0.0000,0.6448
pair64,random_uniform,sorting_network_9,4194304,5,30.0,0.0000,0.6448
pair64,sorted_ascending,first,8,500,20.0,2.5000,0.0000
pair64,sorted_ascending,middle,8,500,20.0,2.5000,0.5000
pair64,sorted_ascending,last,8,500,20.0,2.5000,0.8750
pair64,sorted_ascending,median_of_3,8,500,20.0,2.5000,0.5000
pair64,sorted_ascending,median_of_5,8,500,20.0,2.5000,0.5000
pair64,sorted_ascending,ninther,8,500,20.0,2.5000,0.5000
pair64,sorted_ascending,median_of_5_medians_of_5,8,500,30.0,3.7500,0.5000
pair64,sorted_ascending,median_of_5_medians_of_5_898,8,500,30.0,3.7500,0.5000
pair64,sorted_ascending,median_of_5_medians_of_3,8,500,30.0,3.7500,0.5000
pair64,sorted_ascending,median_of_3_medians_of_5,8,500,30.0,3.7500,0.5000
pair64,sorted_ascending,median_of_medians_5,8,500,60.0,7.5000,0.7500
pair64,sorted_ascending,random,8,500,20.0,2.5000,0.0000
pair64,sorted_ascending,midpoint_min_max,8,500,20.0,2.5000,0.3750
pair64,sorted_ascending,midpoint_first_last,8,500,20.0,2.5000,0.3750
pair64,sorted_ascending,median_of_3_inplace,8,500,20.0,2.5000,0.5000
pair64,sorted_ascending,median_of_medians_5_inplace,8,500,20.0,2.5000,0.5000
pair64,sorted_ascending,pseudo15,8,500,50.0,6.2500,0.0000
pair64,sorted_ascending,pseudo15_s5,8,500,70.0,8.7500,0.0000
pair64,sorted_ascending,pseudo9,8,500,30.0,3.7500,0.0000
pair64,sorted_ascending,pseudo9_s1,8,500,40.0,5.0000,0.0000
pair64,sorted_ascending,pseudo9_s2,8,500,40.0,5.0000,0.0000
pair64,sorted_ascending,pseudo9_s3,8,500,40.0,5.0000,0.0000
pair64,sorted_ascending,pseudo9_s4,8,500,40.0,5.0000,0.0000
pair64,sorted_ascending,pseudo9_s5,8,500,30.0,3.7500,0.0000
pair64,sorted_ascending,sorting_network_9,8,500,40.0,5.0000,0.0000
pair64,sorted_ascending,first,16,500,20.0,1.2500,0.0000
pair64,sorted_ascending,middle,16,500,20.0,1.2500,0.5000
pair64,sorted_ascending,last,16,500,20.0,1.2500,0.9375
pair64,sorted_ascending,median_of_3,16,500,20.0,1.2500,0.5000
pair64,sorted_ascending,median_of_5,16,500,20.0,1.2500,0.5000
pair64,sorted_ascending,ninther,16,500,30.0,1.8750,0.5000
pair64,sorted_ascending,median_of_5_medians_of_5,16,500,30.0,1.8750,0.5000
pair64,sorted_ascending,median_of_5_medians_of_5_898,16,500,30.0,1.8750,0.5000
pair64,sorted_ascending,median_of_5_medians_of_3,16,500,40.0,2.5000,0.4375
pair64,sorted_ascending,median_of_3_medians_of_5,16,500,40.0,2.5000,0.4375
pair64,sorted_ascending,median_of_medians_5,16,500,70.0,4.3750,0.7500
pair64,sorted_ascending,random,16,500,20.0,1.2500,0.0625
pair64,sorted_ascending,midpoint_min_max,16,500,30.0,1.8750,0.4375
pair64,sorted_ascending,midpoint_first_last,16,500,20.0,1.2500,0.4375
pair64,sorted_ascending,median_of_3_inplace,16,500,20.0,1.2500,0.5000
pair64,sorted_ascending,median_of_medians_5_inplace,16,500,30.0,1.8750,0.5000
pair64,sorted_ascending,pseudo15,16,500,50.0,3.1250,0.4375
pair64,sorted_ascending,pseudo15_s5,16,500,70.0,4.3750,0.4375
pair64,sorted_ascending,pseudo9,16,500,30.0,1.8750,0.2500
pair64,sorted_ascending,pseudo9_s1,16,500,40.0,2.5000,0.2500
pair64,sorted_ascending,pseudo9_s2,16,500,40.0,2.5000,0.2500
pair64,sorted_ascending,pseudo9_s3,16,500,40.0,2.5000,0.2500
pair64,sorted_ascending,pseudo9_s4,16,500,40.0,2.5000,0.2500
pair64,sorted_ascending,pseudo9_s5,16,500,30.0,1.8750,0.2500
pair64,sorted_ascending,sorting_network_9,16,500,40.0,2.5000,0.2500
pair64,sorted_ascending,first,64,500,20.0,0.3125,0.0000
pair64,sorted_ascending,middle,64,500,20.0,0.3125,0.5000
pair64,sorted_ascending,last,64,500,20.0,0.3125,0.9844
pair64,sorted_ascending,median_of_3,64,500,20.0,0.3125,0.5000
pair64,sorted_ascending,median_of_5,64,500,20.0,0.3125,0.5000
pair64,sorted_ascending,ninther,64,500,30.0,0.4688,0.5000
pair64,sorted_ascending,median_of_5_medians_of_5,64,500,70.0,1.0938,0.4844
pair64,sorted_ascending,median_of_5_medians_of_5_898,64,500,60.0,0.9375,0.5000
pair64,sorted_ascending,median_of_5_medians_of_3,64,500,40.0,0.6250,0.4844
pair64,sorted_ascending,median_of_3_medians_of_5,64,500,40.0,0.6250,0.4844
pair64,sorted_ascending,median_of_medians_5,64,500,210.0,3.2812,0.5000
pair64,sorted_ascending,random,64,500,20.0,0.3125,0.0781
pair64,sorted_ascending,midpoint_min_max,64,500,60.0,0.9375,0.4844
pair64,sorted_ascending,midpoint_first_last,64,500,20.0,0.3125,0.4844
pair64,sorted_ascending,median_of_3_inplace,64,500,20.0,0.3125,0.5000
pair64,sorted_ascending,median_of_medians_5_inplace,64,500,170.0,2.6562,0.5000
pair64,sorted_ascending,pseudo15,64,500,50.0,0.7812,0.4375
pair64,sorted_ascending,pseudo15_s5,64,500,70.0,1.0938,0.4375
pair64,sorted_ascending,pseudo9,64,500,30.0,0.4688,0.4375
pair64,sorted_ascending,pseudo9_s1,64,500,40.0,0.6250,0.4375
pair64,sorted_ascending,pseudo9_s2,64,500,40.0,0.6250,0.4375
pair64,sorted_ascending,pseudo9_s3,64,500,40.0,0.6250,0.4375
pair64,sorted_ascending,pseudo9_s4,64,500,40.0,0.6250,0.4375
pair64,sorted_ascending,pseudo9_s5,64,500,30.0,0.4688,0.4375
pair64,sorted_ascending,sorting_network_9,64,500,40.0,0.6250,0.4375
pair64,sorted_ascending,first,256,500,20.0,0.0781,0.0000
pair64,sorted_ascending,middle,256,500,20.0,0.0781,0.5000
pair64,sorted_ascending,last,256,500,20.0,0.0781,0.9961
pair64,sorted_ascending,median_of_3,256,500,20.0,0.0781,0.5000
pair64,sorted_ascending,median_of_5,256,500,20.0,0.0781,0.5000
pair64,sorted_ascending,ninther,256,500,20.0,0.0781,0.5000
pair64,sorted_ascending,median_of_5_medians_of_5,256,500,80.0,0.3125,0.4961
pair64,sorted_ascending,median_of_5_medians_of_5_898,256,500,60.0,0.2344,0.5000
pair64,sorted_ascending,median_of_5_medians_of_3,256,500,40.0,0.1562,0.4961
pair64,sorted_ascending,median_of_3_medians_of_5,256,500,50.0,0.1953,0.4961
pair64,sorted_ascending,median_of_medians_5,256,500,620.0,2.4219,0.5156
pair64,sorted_ascending,random,256,500,20.0,0.0781,0.0859
pair64,sorted_ascending,midpoint_min_max,256,500,170.0,0.6641,0.4961
pair64,sorted_ascending,midpoint_first_last,256,500,20.0,0.0781,0.4961
pair64,sorted_ascending,median_of_3_inplace,256,500,20.0,0.0781,0.5000
pair64,sorted_ascending,median_of_medians_5_inplace,256,500,1481.0,5.7852,0.5000
pair64,sorted_ascending,pseudo15,256,500,60.0,0.2344,0.4648
pair64,sorted_ascending,pseudo15_s5,256,500,80.0,0.3125,0.4648
pair64,sorted_ascending,pseudo9,256,500,30.0,0.1172,0.4375
pair64,sorted_ascending,pseudo9_s1,256,500,40.0,0.1562,0.4375
pair64,sorted_ascending,pseudo9_s2,256,500,40.0,0.1562,0.4375
pair64,sorted_ascending,pseudo9_s3,256,500,50.0,0.1953,0.4375
pair64,sorted_ascending,pseudo9_s4,256,500,40.0,0.1562,0.4375
pair64,sorted_ascending,pseudo9_s5,256,500,40.0,0.1562,0.4375
pair64,sorted_ascending,sorting_network_9,256,500,60.0,0.2344,0.4375
pair64,sorted_ascending,first,1024,500,20.0,0.0195,0.0000
pair64,sorted_ascending,middle,1024,500,20.0,0.0195,0.5000
pair64,sorted_ascending,last,1024,500,20.0,0.0195,0.9990
pair64,sorted_ascending,median_of_3,1024,500,20.0,0.0195,0.5000
pair64,sorted_ascending,median_of_5,1024,500,20.0,0.0195,0.5000
pair64,sorted_ascending,ninther,1024,500,30.0,0.0293,0.5000
pair64,sorted_ascending,median_of_5_medians_of_5,1024,500,70.0,0.0684,0.4990
pair64,sorted_ascending,median_of_5_medians_of_5_898,1024,500,60.0,0.0586,0.5000
pair64,sorted_ascending,median_of_5_medians_of_3,1024,500,40.0,0.0391,0.4990
pair64,sorted_ascending,median_of_3_medians_of_5,1024,500,40.0,0.0391,0.4990
pair64,sorted_ascending,median_of_medians_5,1024,500,2190.0,2.1387,0.5000
pair64,sorted_ascending,random,1024,500,20.0,0.0195,0.0859
pair64,sorted_ascending,midpoint_min_max,1024,500,650.0,0.6348,0.3740
pair64,sorted_ascending,midpoint_first_last,1024,500,20.0,0.0195,0.3740
pair64,sorted_ascending,median_of_3_inplace,1024,500,20.0,0.0195,0.5000
pair64,sorted_ascending,median_of_medians_5_inplace,1024,500,2851.0,2.7842,0.5000
pair64,sorted_ascending,pseudo15,1024,500,50.0,0.0488,0.4648
pair64,sorted_ascending,pseudo15_s5,1024,500,60.0,0.0586,0.4648
pair64,sorted_ascending,pseudo9,1024,500,30.0,0.0293,0.4414
pair64,sorted_ascending,pseudo9_s1,1024,500,40.0,0.0391,0.4414
pair64,sorted_ascending,pseudo9_s2,1024,500,30.0,0.0293,0.4414
pair64,sorted_ascending,pseudo9_s3,1024,500,40.0,0.0391,0.4414
pair64,sorted_ascending,pseudo9_s4,1024,500,40.0,0.0391,0.4414
pair64,sorted_ascending,pseudo9_s5,1024,500,30.0,0.0293,0.4414
pair64,sorted_ascending,sorting_network_9,1024,500,30.0,0.0293,0.4414
pair64,sorted_ascending,first,4096,500,20.0,0.0049,0.0000
pair64,sorted_ascending,middle,4096,500,20.0,0.0049,0.5000
pair64,sorted_ascending,last,4096,500,20.0,0.0049,0.9998
pair64,sorted_ascending,median_of_3,4096,500,20.0,0.0049,0.5000
pair64,sorted_ascending,median_of_5,4096,500,20.0,0.0049,0.5000
pair64,sorted_ascending,ninther,4096,500,30.0,0.0073,0.5000
pair64,sorted_ascending,median_of_5_medians_of_5,4096,500,60.0,0.0146,0.4998
pair64,sorted_ascending,median_of_5_medians_of_5_898,4096,500,60.0,0.0146,0.5000
pair64,sorted_ascending,median_of_5_medians_of_3,4096,500,40.0,0.0098,0.4998
pair64,sorted_ascending,median_of_3_medians_of_5,4096,500,40.0,0.0098,0.4998
pair64,sorted_ascending,median_of_medians_5,4096,500,8660.0,2.1143,0.5010
pair64,sorted_ascending,random,4096,500,20.0,0.0049,0.0864
pair64,sorted_ascending,midpoint_min_max,4096,500,2660.0,0.6494,0.4685
pair64,sorted_ascending,midpoint_first_last,4096,500,20.0,0.0049,0.4685
pair64,sorted_ascending,median_of_3_inplace,4096,500,20.0,0.0049,0.5000
pair64,sorted_ascending,median_of_medians_5_inplace,4096,500,29171.0,7.1218,0.5000
pair64,sorted_ascending,pseudo15,4096,500,50.0,0.0122,0.4666
pair64,sorted_ascending,pseudo15_s5,4096,500,60.0,0.0146,0.4666
pair64,sorted_ascending,pseudo9,4096,500,30.0,0.0073,0.4443
pair64,sorted_ascending,pseudo9_s1,4096,500,30.0,0.0073,0.4443
pair64,sorted_ascending,pseudo9_s2,4096,500,30.0,0.0073,0.4443
pair64,sorted_ascending,pseudo9_s3,4096,500,40.0,0.0098,0.4443
pair64,sorted_ascending,pseudo9_s4,4096,500,30.0,0.0073,0.4443
pair64,sorted_ascending,pseudo9_s5,4096,500,30.0,0.0073,0.4443
pair64,sorted_ascending,sorting_network_9,4096,500,30.0,0.0073,0.4443
pair64,sorted_ascending,first,65536,64,20.0,0.0003,0.0000
pair64,sorted_ascending,middle,65536,64,20.0,0.0003,0.5000
pair64,sorted_ascending,last,65536,64,20.0,0.0003,1.0000
pair64,sorted_ascending,median_of_3,65536,64,20.0,0.0003,0.5000
pair64,sorted_ascending,median_of_5,65536,64,20.0,0.0003,0.5000
pair64,sorted_ascending,ninther,65536,64,30.0,0.0005,0.5000
pair64,sorted_ascending,median_of_5_medians_of_5,65536,64,60.0,0.0009,0.5000
pair64,sorted_ascending,median_of_5_medians_of_5_898,65536,64,60.0,0.0009,0.5000
pair64,sorted_ascending,median_of_5_medians_of_3,65536,64,40.0,0.0006,0.5000
pair64,sorted_ascending,median_of_3_medians_of_5,65536,64,40.0,0.0006,0.5000
pair64,sorted_ascending,median_of_medians_5,65536,64,142653.0,2.1767,0.5001
pair64,sorted_ascending,random,65536,64,30.0,0.0005,0.9248
pair64,sorted_ascending,midpoint_min_max,65536,64,43271.0,0.6603,0.4980
pair64,sorted_ascending,midpoint_first_last,65536,64,20.0,0.0003,0.4980
pair64,sorted_ascending,median_of_3_inplace,65536,64,30.0,0.0005,0.5000
pair64,sorted_ascending,median_of_medians_5_inplace,65536,64,767107.0,11.7051,0.5000
pair64,sorted_ascending,pseudo15,65536,64,50.0,0.0008,0.4667
pair64,sorted_ascending,pseudo15_s5,65536,64,60.0,0.0009,0.4667
pair64,sorted_ascending,pseudo9,65536,64,30.0,0.0005,0.4444
pair64,sorted_ascending,pseudo9_s1,65536,64,30.0,0.0005,0.4444
pair64,sorted_ascending,pseudo9_s2,65536,64,40.0,0.0006,0.4444
pair64,sorted_ascending,pseudo9_s3,65536,64,40.0,0.0006,0.4444
pair64,sorted_ascending,pseudo9_s4,65536,64,30.0,0.0005,0.4444
pair64,sorted_ascending,pseudo9_s5,65536,64,30.0,0.0005,0.4444
pair64,sorted_ascending,sorting_network_9,65536,64,30.0,0.0005,0.4444
pair64,sorted_ascending,first,262144,16,20.0,0.0001,0.0000
pair64,sorted_ascending,middle,262144,16,20.0,0.0001,0.5000
pair64,sorted_ascending,last,262144,16,20.0,0.0001,1.0000
pair64,sorted_ascending,median_of_3,262144,16,20.0,0.0001,0.5000
pair64,sorted_ascending,median_of_5,262144,16,30.0,0.0001,0.5000
pair64,sorted_ascending,ninther,262144,16,30.0,0.0001,0.5000
pair64,sorted_ascending,median_of_5_medians_of_5,262144,16,60.0,0.0002,0.5000
pair64,sorted_ascending,median_of_5_medians_of_5_898,262144,16,60.0,0.0002,0.5000
pair64,sorted_ascending,median_of_5_medians_of_3,262144,16,40.0,0.0002,0.5000
pair64,sorted_ascending,median_of_3_medians_of_5,262144,16,40.0,0.0002,0.5000
pair64,sorted_ascending,median_of_medians_5,262144,16,573993.0,2.1896,0.5000
pair64,sorted_ascending,random,262144,16,30.0,0.0001,0.2156
pair64,sorted_ascending,midpoint_min_max,262144,16,173194.0,0.6607,0.4995
pair64,sorted_ascending,midpoint_first_last,262144,16,20.0,0.0001,0.4995
pair64,sorted_ascending,median_of_3_inplace,262144,16,30.0,0.0001,0.5000
pair64,sorted_ascending,median_of_medians_5_inplace,262144,16,1151026.0,4.3908,0.5000
pair64,sorted_ascending,pseudo15,262144,16,50.0,0.0002,0.4667
pair64,sorted_ascending,pseudo15_s5,262144,16,60.0,0.0002,0.4667
pair64,sorted_ascending,pseudo9,262144,16,30.0,0.0001,0.4444
pair64,sorted_ascending,pseudo9_s1,262144,16,30.0,0.0001,0.4444
pair64,sorted_ascending,pseudo9_s2,262144,16,30.0,0.0001,0.4444
pair64,sorted_ascending,pseudo9_s3,262144,16,40.0,0.0002,0.4444
pair64,sorted_ascending,pseudo9_s4,262144,16,30.0,0.0001,0.4444
pair64,sorted_ascending,pseudo9_s5,262144,16,30.0,0.0001,0.4444
pair64,sorted_ascending,sorting_network_9,262144,16,30.0,0.0001,0.4444
pair64,sorted_ascending,first,1048576,5,20.0,0.0000,0.0000
pair64,sorted_ascending,middle,1048576,5,20.0,0.0000,0.5000
pair64,sorted_ascending,last,1048576,5,20.0,0.0000,1.0000
pair64,sorted_ascending,median_of_3,1048576,5,20.0,0.0000,0.5000
pair64,sorted_ascending,median_of_5,1048576,5,30.0,0.0000,0.5000
pair64,sorted_ascending,ninther,1048576,5,30.0,0.0000,0.5000
pair64,sorted_ascending,median_of_5_medians_of_5,1048576,5,60.0,0.0001,0.5000
pair64,sorted_ascending,median_of_5_medians_of_5_898,1048576,5,60.0,0.0001,0.5000
pair64,sorted_ascending,median_of_5_medians_of_3,1048576,5,40.0,0.0000,0.5000
pair64,sorted_ascending,median_of_3_medians_of_5,1048576,5,40.0,0.0000,0.5000
pair64,sorted_ascending,median_of_medians_5,1048576,5,2320843.0,2.2133,0.5000
pair64,sorted_ascending,random,1048576,5,50.0,0.0000,0.0378
pair64,sorted_ascending,midpoint_min_max,1048576,5,684965.0,0.6532,0.4999
pair64,sorted_ascending,midpoint_first_last,1048576,5,20.0,0.0000,0.4999
pair64,sorted_ascending,median_of_3_inplace,1048576,5,50.0,0.0000,0.5000
pair64,sorted_ascending,median_of_medians_5_inplace,1048576,5,10375307.0,9.8947,0.5000
pair64,sorted_ascending,pseudo15,1048576,5,50.0,0.0000,0.4667
pair64,sorted_ascending,pseudo15_s5,1048576,5,60.0,0.0001,0.4667
pair64,sorted_ascending,pseudo9,1048576,5,30.0,0.0000,0.4444
pair64,sorted_ascending,pseudo9_s1,1048576,5,30.0,0.0000,0.4444
pair64,sorted_ascending,pseudo9_s2,1048576,5,30.0,0.0000,0.4444
pair64,sorted_ascending,pseudo9_s3,1048576,5,40.0,0.0000,0.4444
pair64,sorted_ascending,pseudo9_s4,1048576,5,40.0,0.0000,0.4444
pair64,sorted_ascending,pseudo9_s5,1048576,5,30.0,0.0000,0.4444
pair64,sorted_ascending,sorting_network_9,1048576,5,30.0,0.0000,0.4444
pair64,sorted_ascending,first,4194304,5,20.0,0.0000,0.0000
pair64,sorted_ascending,middle,4194304,5,20.0,0.0000,0.5000
pair64,sorted_ascending,last,4194304,5,20.0,0.0000,1.0000
pair64,sorted_ascending,median_of_3,4194304,5,20.0,0.0000,0.5000
pair64,sorted_ascending,median_of_5,4194304,5,30.0,0.0000,0.5000
pair64,sorted_ascending,ninther,4194304,5,30.0,0.0000,0.5000
pair64,sorted_ascending,median_of_5_medians_of_5,4194304,5,60.0,0.0000,0.5000
pair64,sorted_ascending,median_of_5_medians_of_5_898,4194304,5,60.0,0.0000,0.5000
pair64,sorted_ascending,median_of_5_medians_of_3,4194304,5,40.0,0.0000,0.5000
pair64,sorted_ascending,median_of_3_medians_of_5,4194304,5,40.0,0.0000,0.5000
pair64,sorted_ascending,median_of_medians_5,4194304,5,12701380.0,3.0282,0.5000
pair64,sorted_ascending,random,4194304,5,130.0,0.0000,0.0378
pair64,sorted_ascending,midpoint_min_max,4194304,5,3485319.0,0.8310,0.5000
pair64,sorted_ascending,midpoint_first_last,4194304,5,20.0,0.0000,0.5000
pair64,sorted_ascending,median_of_3_inplace,4194304,5,130.0,0.0000,0.5000
pair64,sorted_ascending,median_of_medians_5_inplace,4194304,5,18605794.0,4.4360,0.5000
pair64,sorted_ascending,pseudo15,4194304,5,50.0,0.0000,0.4667
pair64,sorted_ascending,pseudo15_s5,4194304,5,60.0,0.0000,0.4667
pair64,sorted_ascending,pseudo9,4194304,5,30.0,0.0000,0.4444
pair64,sorted_ascending,pseudo9_s1,4194304,5,30.0,0.0000,0.4444
pair64,sorted_ascending,pseudo9_s2,4194304,5,30.0,0.0000,0.4444
pair64,sorted_ascending,pseudo9_s3,4194304,5,40.0,0.0000,0.4444
pair64,sorted_ascending,pseudo9_s4,4194304,5,40.0,0.0000,0.4444
pair64,sorted_ascending,pseudo9_s5,4194304,5,30.0,0.0000,0.4444
pair64,sorted_ascending,sorting_network_9,4194304,5,40.0,0.0000,0.4444
pair64,organ_pipe,first,8,500,20.0,2.5000,0.0000
pair64,organ_pipe,middle,8,500,20.0,2.5000,0.8750
pair64,organ_pipe,last,8,500,20.0,2.5000,0.1250
pair64,organ_pipe,median_of_3,8,500,20.0,2.5000,0.1250
pair64,organ_pipe,median_of_5,8,500,30.0,3.7500,0.3750
pair64,organ_pipe,ninther,8,500,20.0,2.5000,0.1250
pair64,organ_pipe,median_of_5_medians_of_5,8,500,30.0,3.7500,0.3750
pair64,organ_pipe,median_of_5_medians_of_5_898,8,500,30.0,3.7500,0.3750
pair64,organ_pipe,median_of_5_medians_of_3,8,500,30.0,3.7500,0.3750
pair64,organ_pipe,median_of_3_medians_of_5,8,500,30.0,3.7500,0.3750
pair64,organ_pipe,median_of_medians_5,8,500,60.0,7.5000,0.3750
pair64,organ_pipe,random,8,500,20.0,2.5000,0.0000
pair64,organ_pipe,midpoint_min_max,8,500,20.0,2.5000,0.3750
pair64,organ_pipe,midpoint_first_last,8,500,20.0,2.5000,0.0000
pair64,organ_pipe,median_of_3_inplace,8,500,20.0,2.5000,0.1250
pair64,organ_pipe,median_of_medians_5_inplace,8,500,30.0,3.7500,0.3750
pair64,organ_pipe,pseudo15,8,500,50.0,6.2500,0.0000
pair64,organ_pipe,pseudo15_s5,8,500,70.0,8.7500,0.0000
pair64,organ_pipe,pseudo9,8,500,30.0,3.7500,0.0000
pair64,organ_pipe,pseudo9_s1,8,500,40.0,5.0000,0.0000
pair64,organ_pipe,pseudo9_s2,8,500,40.0,5.0000,0.0000
pair64,organ_pipe,pseudo9_s3,8,500,40.0,5.0000,0.0000
pair64,organ_pipe,pseudo9_s4,8,500,40.0,5.0000,0.0000
pair64,organ_pipe,pseudo9_s5,8,500,30.0,3.7500,0.0000
pair64,organ_pipe,sorting_network_9,8,500,40.0,5.0000,0.0000
pair64,organ_pipe,first,16,500,20.0,1.2500,0.0000
pair64,organ_pipe,middle,16,500,20.0,1.2500,0.9375
pair64,organ_pipe,last,16,500,20.0,1.2500,0.0625
pair64,organ_pipe,median_of_3,16,500,20.0,1.2500,0.0625
pair64,organ_pipe,median_of_5,16,500,30.0,1.8750,0.4375
pair64,organ_pipe,ninther,16,500,30.0,1.8750,0.3125
pair64,organ_pipe,median_of_5_medians_of_5,16,500,30.0,1.8750,0.4375
pair64,organ_pipe,median_of_5_medians_of_5_898,16,500,30.0,1.8750,0.4375
pair64,organ_pipe,median_of_5_medians_of_3,16,500,40.0,2.5000,0.4375
pair64,organ_pipe,median_of_3_medians_of_5,16,500,60.0,3.7500,0.4375
pair64,organ_pipe,median_of_medians_5,16,500,90.0,5.6250,0.4375
pair64,organ_pipe,random,16,500,20.0,1.2500,0.0625
pair64,organ_pipe,midpoint_min_max,16,500,30.0,1.8750,0.4375
