type,distribution,strategy,n,reps,median_ns,ns_per_elem,smaller_fraction
i64,median_of_3_killer,median_of_medians_5,64,500,140.0,2.1875,0.4844
i64,median_of_3_killer,random,64,500,20.0,0.3125,0.5625
i64,median_of_3_killer,midpoint_min_max,64,500,30.0,0.4688,0.4844
i64,median_of_3_killer,midpoint_first_last,64,500,20.0,0.3125,0.4844
i64,median_of_3_killer,median_of_3_inplace,64,500,20.0,0.3125,0.0156
i64,median_of_3_killer,median_of_medians_5_inplace,64,500,251.0,3.9219,0.5000
i64,median_of_3_killer,pseudo15,64,500,30.0,0.4688,0.2656
i64,median_of_3_killer,pseudo15_s5,64,500,30.0,0.4688,0.2656
i64,median_of_3_killer,pseudo9,64,500,20.0,0.3125,0.4375
i64,median_of_3_killer,pseudo9_s1,64,500,20.0,0.3125,0.4375
i64,median_of_3_killer,pseudo9_s2,64,500,20.0,0.3125,0.4375
i64,median_of_3_killer,pseudo9_s3,64,500,20.0,0.3125,0.4375
i64,median_of_3_killer,pseudo9_s4,64,500,20.0,0.3125,0.4375
i64,median_of_3_killer,pseudo9_s5,64,500,20.0,0.3125,0.4375
i64,median_of_3_killer,sorting_network_9,64,500,20.0,0.3125,0.4375
i64,median_of_3_killer,first,256,500,20.0,0.0781,0.0000
i64,median_of_3_killer,middle,256,500,20.0,0.0781,0.0039
i64,median_of_3_killer,last,256,500,20.0,0.0781,0.9961
i64,median_of_3_killer,median_of_3,256,500,20.0,0.0781,0.0039
i64,median_of_3_killer,median_of_5,256,500,20.0,0.0781,0.2500
i64,median_of_3_killer,ninther,256,500,20.0,0.0781,0.2539
i64,median_of_3_killer,median_of_5_medians_of_5,256,500,60.0,0.2344,0.4141
i64,median_of_3_killer,median_of_5_medians_of_5_898,256,500,50.0,0.1953,0.5156
i64,median_of_3_killer,median_of_5_medians_of_3,256,500,30.0,0.1172,0.4258
i64,median_of_3_killer,median_of_3_medians_of_5,256,500,40.0,0.1562,0.7070
i64,median_of_3_killer,median_of_medians_5,256,500,310.0,1.2109,0.5039
i64,median_of_3_killer,random,256,500,20.0,0.0781,0.0859
i64,median_of_3_killer,midpoint_min_max,256,500,50.0,0.1953,0.4961
i64,median_of_3_killer,midpoint_first_last,256,500,20.0,0.0781,0.4961
i64,median_of_3_killer,median_of_3_inplace,256,500,20.0,0.0781,0.0039
i64,median_of_3_killer,median_of_medians_5_inplace,256,500,1270.0,4.9609,0.5000
i64,median_of_3_killer,pseudo15,256,500,30.0,0.1172,0.3320
i64,median_of_3_killer,pseudo15_s5,256,500,30.0,0.1172,0.4648
i64,median_of_3_killer,pseudo9,256,500,20.0,0.0781,0.3164
i64,median_of_3_killer,pseudo9_s1,256,500,20.0,0.0781,0.3164
i64,median_of_3_killer,pseudo9_s2,256,500,20.0,0.0781,0.3164
i64,median_of_3_killer,pseudo9_s3,256,500,20.0,0.0781,0.3164
i64,median_of_3_killer,pseudo9_s4,256,500,20.0,0.0781,0.3281
i64,median_of_3_killer,pseudo9_s5,256,500,20.0,0.0781,0.3164
i64,median_of_3_killer,sorting_network_9,256,500,20.0,0.0781,0.3164
i64,median_of_3_killer,first,1024,500,20.0,0.0195,0.0000
i64,median_of_3_killer,middle,1024,500,20.0,0.0195,0.0010
i64,median_of_3_killer,last,1024,500,20.0,0.0195,0.9990
i64,median_of_3_killer,median_of_3,1024,500,20.0,0.0195,0.0010
i64,median_of_3_killer,median_of_5,1024,500,20.0,0.0195,0.2500
i64,median_of_3_killer,ninther,1024,500,20.0,0.0195,0.2510
i64,median_of_3_killer,median_of_5_medians_of_5,1024,500,60.0,0.0586,0.4160
i64,median_of_3_killer,median_of_5_medians_of_5_898,1024,500,50.0,0.0488,0.5039
i64,median_of_3_killer,median_of_5_medians_of_3,1024,500,30.0,0.0293,0.4277
i64,median_of_3_killer,median_of_3_medians_of_5,1024,500,40.0,0.0391,0.4277
i64,median_of_3_killer,median_of_medians_5,1024,500,1170.0,1.1426,0.4990
i64,median_of_3_killer,random,1024,500,20.0,0.0195,0.0859
i64,median_of_3_killer,midpoint_min_max,1024,500,130.0,0.1270,0.4990
i64,median_of_3_killer,midpoint_first_last,1024,500,20.0,0.0195,0.4990
i64,median_of_3_killer,median_of_3_inplace,1024,500,20.0,0.0195,0.0010
i64,median_of_3_killer,median_of_medians_5_inplace,1024,500,6220.0,6.0742,0.5000
i64,median_of_3_killer,pseudo15,1024,500,30.0,0.0293,0.3291
i64,median_of_3_killer,pseudo15_s5,1024,500,30.0,0.0293,0.3291
i64,median_of_3_killer,pseudo9,1024,500,20.0,0.0195,0.4414
i64,median_of_3_killer,pseudo9_s1,1024,500,20.0,0.0195,0.4414
i64,median_of_3_killer,pseudo9_s2,1024,500,20.0,0.0195,0.4414
i64,median_of_3_killer,pseudo9_s3,1024,500,20.0,0.0195,0.4414
i64,median_of_3_killer,pseudo9_s4,1024,500,20.0,0.0195,0.4414
i64,median_of_3_killer,pseudo9_s5,1024,500,20.0,0.0195,0.4414
i64,median_of_3_killer,sorting_network_9,1024,500,20.0,0.0195,0.4414
i64,median_of_3_killer,first,4096,500,20.0,0.0049,0.0000
i64,median_of_3_killer,middle,4096,500,20.0,0.0049,0.0002
i64,median_of_3_killer,last,4096,500,20.0,0.0049,0.9998
i64,median_of_3_killer,median_of_3,4096,500,20.0,0.0049,0.0002
i64,median_of_3_killer,median_of_5,4096,500,20.0,0.0049,0.2500
i64,median_of_3_killer,ninther,4096,500,20.0,0.0049,0.2502
i64,median_of_3_killer,median_of_5_medians_of_5,4096,500,60.0,0.0146,0.4165
i64,median_of_3_killer,median_of_5_medians_of_5_898,4096,500,50.0,0.0122,0.5010
i64,median_of_3_killer,median_of_5_medians_of_3,4096,500,30.0,0.0073,0.4285
i64,median_of_3_killer,median_of_3_medians_of_5,4096,500,40.0,0.0098,0.3569
i64,median_of_3_killer,median_of_medians_5,4096,500,4230.0,1.0327,0.5002
i64,median_of_3_killer,random,4096,500,20.0,0.0049,0.0864
i64,median_of_3_killer,midpoint_min_max,4096,500,470.0,0.1147,0.4998
i64,median_of_3_killer,midpoint_first_last,4096,500,20.0,0.0049,0.4998
i64,median_of_3_killer,median_of_3_inplace,4096,500,20.0,0.0049,0.0002
i64,median_of_3_killer,median_of_medians_5_inplace,4096,500,25730.0,6.2817,0.5000
i64,median_of_3_killer,pseudo15,4096,500,30.0,0.0073,0.3333
i64,median_of_3_killer,pseudo15_s5,4096,500,30.0,0.0073,0.4666
i64,median_of_3_killer,pseudo9,4096,500,20.0,0.0049,0.4443
i64,median_of_3_killer,pseudo9_s1,4096,500,20.0,0.0049,0.4443
i64,median_of_3_killer,pseudo9_s2,4096,500,20.0,0.0049,0.4443
i64,median_of_3_killer,pseudo9_s3,4096,500,20.0,0.0049,0.4443
i64,median_of_3_killer,pseudo9_s4,4096,500,20.0,0.0049,0.4443
i64,median_of_3_killer,pseudo9_s5,4096,500,20.0,0.0049,0.4443
i64,median_of_3_killer,sorting_network_9,4096,500,20.0,0.0049,0.4443
i64,median_of_3_killer,first,65536,64,20.0,0.0003,0.0000
i64,median_of_3_killer,middle,65536,64,20.0,0.0003,0.0000
i64,median_of_3_killer,last,65536,64,20.0,0.0003,1.0000
i64,median_of_3_killer,median_of_3,65536,64,20.0,0.0003,0.0000
i64,median_of_3_killer,median_of_5,65536,64,20.0,0.0003,0.2500
i64,median_of_3_killer,ninther,65536,64,20.0,0.0003,0.2500
i64,median_of_3_killer,median_of_5_medians_of_5,65536,64,60.0,0.0009,0.4167
i64,median_of_3_killer,median_of_5_medians_of_5_898,65536,64,50.0,0.0008,0.5001
i64,median_of_3_killer,median_of_5_medians_of_3,65536,64,30.0,0.0005,0.4286
i64,median_of_3_killer,median_of_3_medians_of_5,65536,64,40.0,0.0006,0.4286
i64,median_of_3_killer,median_of_medians_5,65536,64,71042.0,1.0840,0.5000
i64,median_of_3_killer,random,65536,64,20.0,0.0003,0.8496
i64,median_of_3_killer,midpoint_min_max,65536,64,7201.0,0.1099,0.5000
i64,median_of_3_killer,midpoint_first_last,65536,64,20.0,0.0003,0.5000
i64,median_of_3_killer,median_of_3_inplace,65536,64,30.0,0.0005,0.0000
i64,median_of_3_killer,median_of_medians_5_inplace,65536,64,734767.0,11.2117,0.5000
i64,median_of_3_killer,pseudo15,65536,64,30.0,0.0005,0.3333
i64,median_of_3_killer,pseudo15_s5,65536,64,30.0,0.0005,0.4667
i64,median_of_3_killer,pseudo9,65536,64,20.0,0.0003,0.4444
i64,median_of_3_killer,pseudo9_s1,65536,64,20.0,0.0003,0.4444
i64,median_of_3_killer,pseudo9_s2,65536,64,20.0,0.0003,0.4444
i64,median_of_3_killer,pseudo9_s3,65536,64,20.0,0.0003,0.4444
i64,median_of_3_killer,pseudo9_s4,65536,64,20.0,0.0003,0.4444
i64,median_of_3_killer,pseudo9_s5,65536,64,20.0,0.0003,0.4444
i64,median_of_3_killer,sorting_network_9,65536,64,20.0,0.0003,0.4444
i64,median_of_3_killer,first,262144,16,20.0,0.0001,0.0000
i64,median_of_3_killer,middle,262144,16,20.0,0.0001,0.0000
i64,median_of_3_killer,last,262144,16,20.0,0.0001,1.0000
i64,median_of_3_killer,median_of_3,262144,16,20.0,0.0001,0.0000
i64,median_of_3_killer,median_of_5,262144,16,20.0,0.0001,0.2500
i64,median_of_3_killer,ninther,262144,16,20.0,0.0001,0.2500
i64,median_of_3_killer,median_of_5_medians_of_5,262144,16,70.0,0.0003,0.4167
i64,median_of_3_killer,median_of_5_medians_of_5_898,262144,16,50.0,0.0002,0.5000
i64,median_of_3_killer,median_of_5_medians_of_3,262144,16,30.0,0.0001,0.4286
i64,median_of_3_killer,median_of_3_medians_of_5,262144,16,50.0,0.0002,0.3571
i64,median_of_3_killer,median_of_medians_5,262144,16,308507.0,1.1769,0.5000
i64,median_of_3_killer,random,262144,16,20.0,0.0001,0.7156
i64,median_of_3_killer,midpoint_min_max,262144,16,28411.0,0.1084,0.5000
i64,median_of_3_killer,midpoint_first_last,262144,16,20.0,0.0001,0.5000
i64,median_of_3_killer,median_of_3_inplace,262144,16,30.0,0.0001,0.0000
i64,median_of_3_killer,median_of_medians_5_inplace,262144,16,3036089.0,11.5818,0.5000
i64,median_of_3_killer,pseudo15,262144,16,20.0,0.0001,0.3333
i64,median_of_3_killer,pseudo15_s5,262144,16,30.0,0.0001,0.3333
i64,median_of_3_killer,pseudo9,262144,16,30.0,0.0001,0.4444
i64,median_of_3_killer,pseudo9_s1,262144,16,20.0,0.0001,0.4444
i64,median_of_3_killer,pseudo9_s2,262144,16,20.0,0.0001,0.4444
i64,median_of_3_killer,pseudo9_s3,262144,16,20.0,0.0001,0.4444
i64,median_of_3_killer,pseudo9_s4,262144,16,20.0,0.0001,0.4444
i64,median_of_3_killer,pseudo9_s5,262144,16,20.0,0.0001,0.4444
i64,median_of_3_killer,sorting_network_9,262144,16,30.0,0.0001,0.4444
i64,median_of_3_killer,first,1048576,5,20.0,0.0000,0.0000
i64,median_of_3_killer,middle,1048576,5,20.0,0.0000,0.0000
i64,median_of_3_killer,last,1048576,5,20.0,0.0000,1.0000
i64,median_of_3_killer,median_of_3,1048576,5,20.0,0.0000,0.0000
i64,median_of_3_killer,median_of_5,1048576,5,30.0,0.0000,0.2500
i64,median_of_3_killer,ninther,1048576,5,30.0,0.0000,0.2500
i64,median_of_3_killer,median_of_5_medians_of_5,1048576,5,70.0,0.0001,0.4167
i64,median_of_3_killer,median_of_5_medians_of_5_898,1048576,5,50.0,0.0000,0.5000
i64,median_of_3_killer,median_of_5_medians_of_3,1048576,5,30.0,0.0000,0.4286
i64,median_of_3_killer,median_of_3_medians_of_5,1048576,5,50.0,0.0000,0.7143
i64,median_of_3_killer,median_of_medians_5,1048576,5,1162856.0,1.1090,0.5000
i64,median_of_3_killer,random,1048576,5,20.0,0.0000,0.0378
i64,median_of_3_killer,midpoint_min_max,1048576,5,145243.0,0.1385,0.5000
i64,median_of_3_killer,midpoint_first_last,1048576,5,20.0,0.0000,0.5000
i64,median_of_3_killer,median_of_3_inplace,1048576,5,40.0,0.0000,0.0000
i64,median_of_3_killer,median_of_medians_5_inplace,1048576,5,10466579.0,9.9817,0.5000
i64,median_of_3_killer,pseudo15,1048576,5,30.0,0.0000,0.3333
i64,median_of_3_killer,pseudo15_s5,1048576,5,30.0,0.0000,0.4667
i64,median_of_3_killer,pseudo9,1048576,5,20.0,0.0000,0.3333
i64,median_of_3_killer,pseudo9_s1,1048576,5,20.0,0.0000,0.3333
i64,median_of_3_killer,pseudo9_s2,1048576,5,30.0,0.0000,0.3333
i64,median_of_3_killer,pseudo9_s3,1048576,5,30.0,0.0000,0.3333
i64,median_of_3_killer,pseudo9_s4,1048576,5,30.0,0.0000,0.3333
i64,median_of_3_killer,pseudo9_s5,1048576,5,20.0,0.0000,0.3333
i64,median_of_3_killer,sorting_network_9,1048576,5,20.0,0.0000,0.3333
i64,median_of_3_killer,first,4194304,5,20.0,0.0000,0.0000
i64,median_of_3_killer,middle,4194304,5,20.0,0.0000,0.0000
i64,median_of_3_killer,last,4194304,5,20.0,0.0000,1.0000
i64,median_of_3_killer,median_of_3,4194304,5,20.0,0.0000,0.0000
i64,median_of_3_killer,median_of_5,4194304,5,30.0,0.0000,0.2500
i64,median_of_3_killer,ninther,4194304,5,30.0,0.0000,0.2500
i64,median_of_3_killer,median_of_5_medians_of_5,4194304,5,70.0,0.0000,0.4167
i64,median_of_3_killer,median_of_5_medians_of_5_898,4194304,5,50.0,0.0000,0.5000
i64,median_of_3_killer,median_of_5_medians_of_3,4194304,5,40.0,0.0000,0.4286
i64,median_of_3_killer,median_of_3_medians_of_5,4194304,5,40.0,0.0000,0.4286
i64,median_of_3_killer,median_of_medians_5,4194304,5,6041887.0,1.4405,0.5000
i64,median_of_3_killer,random,4194304,5,20.0,0.0000,0.5378
i64,median_of_3_killer,midpoint_min_max,4194304,5,1033233.0,0.2463,0.5000
i64,median_of_3_killer,midpoint_first_last,4194304,5,20.0,0.0000,0.5000
i64,median_of_3_killer,median_of_3_inplace,4194304,5,130.0,0.0000,0.0000
i64,median_of_3_killer,median_of_medians_5_inplace,4194304,5,44879014.0,10.7000,0.5000
i64,median_of_3_killer,pseudo15,4194304,5,20.0,0.0000,0.3333
i64,median_of_3_killer,pseudo15_s5,4194304,5,30.0,0.0000,0.3333
i64,median_of_3_killer,pseudo9,4194304,5,30.0,0.0000,0.4444
i64,median_of_3_killer,pseudo9_s1,4194304,5,20.0,0.0000,0.4444
i64,median_of_3_killer,pseudo9_s2,4194304,5,20.0,0.0000,0.4444
i64,median_of_3_killer,pseudo9_s3,4194304,5,30.0,0.0000,0.4444
i64,median_of_3_killer,pseudo9_s4,4194304,5,20.0,0.0000,0.4444
i64,median_of_3_killer,pseudo9_s5,4194304,5,30.0,0.0000,0.4444
i64,median_of_3_killer,sorting_network_9,4194304,5,30.0,0.0000,0.4444
pair64,random_uniform,first,8,500,20.0,2.5000,0.2500
pair64,random_uniform,middle,8,500,20.0,2.5000,0.0000
pair64,random_uniform,last,8,500,20.0,2.5000,0.2500
pair64,random_uniform,median_of_3,8,500,20.0,2.5000,0.2500
pair64,random_uniform,median_of_5,8,500,30.0,3.7500,0.2500
pair64,random_uniform,ninther,8,500,20.0,2.5000,0.2500
pair64,random_uniform,median_of_5_medians_of_5,8,500,30.0,3.7500,0.2500
pair64,random_uniform,median_of_5_medians_of_5_898,8,500,30.0,3.7500,0.2500
pair64,random_uniform,median_of_5_medians_of_3,8,500,30.0,3.7500,0.2500
pair64,random_uniform,median_of_3_medians_of_5,8,500,30.0,3.7500,0.2500
pair64,random_uniform,median_of_medians_5,8,500,70.0,8.7500,0.6250
pair64,random_uniform,random,8,500,20.0,2.5000,0.2500
pair64,random_uniform,midpoint_min_max,8,500,20.0,2.5000,0.2500
pair64,random_uniform,midpoint_first_last,8,500,20.0,2.5000,0.2500
pair64,random_uniform,median_of_3_inplace,8,500,20.0,2.5000,0.2500
pair64,random_uniform,median_of_medians_5_inplace,8,500,30.0,3.7500,0.2500
pair64,random_uniform,pseudo15,8,500,50.0,6.2500,0.2500
pair64,random_uniform,pseudo15_s5,8,500,70.0,8.7500,0.2500
pair64,random_uniform,pseudo9,8,500,30.0,3.7500,0.2500
pair64,random_uniform,pseudo9_s1,8,500,40.0,5.0000,0.2500
pair64,random_uniform,pseudo9_s2,8,500,40.0,5.0000,0.2500
pair64,random_uniform,pseudo9_s3,8,500,40.0,5.0000,0.2500
pair64,random_uniform,pseudo9_s4,8,500,40.0,5.0000,0.2500
pair64,random_uniform,pseudo9_s5,8,500,30.0,3.7500,0.2500
pair64,random_uniform,sorting_network_9,8,500,40.0,5.0000,0.2500
pair64,random_uniform,first,16,500,20.0,1.2500,0.3750
pair64,random_uniform,middle,16,500,20.0,1.2500,0.5000
pair64,random_uniform,last,16,500,20.0,1.2500,0.0000
pair64,random_uniform,median_of_3,16,500,20.0,1.2500,0.3750
pair64,random_uniform,median_of_5,16,500,30.0,1.8750,0.3750
pair64,random_uniform,ninther,16,500,30.0,1.8750,0.5000
pair64,random_uniform,median_of_5_medians_of_5,16,500,30.0,1.8750,0.3750
pair64,random_uniform,median_of_5_medians_of_5_898,16,500,40.0,2.5000,0.3750
pair64,random_uniform,median_of_5_medians_of_3,16,500,50.0,3.1250,0.5000
pair64,random_uniform,median_of_3_medians_of_5,16,500,60.0,3.7500,0.5000
pair64,random_uniform,median_of_medians_5,16,500,80.0,5.0000,0.5000
pair64,random_uniform,random,16,500,20.0,1.2500,0.8125
pair64,random_uniform,midpoint_min_max,16,500,30.0,1.8750,0.3750
pair64,random_uniform,midpoint_first_last,16,500,20.0,1.2500,0.3125
pair64,random_uniform,median_of_3_inplace,16,500,20.0,1.2500,0.3750
pair64,random_uniform,median_of_medians_5_inplace,16,500,110.0,6.8750,0.5000
pair64,random_uniform,pseudo15,16,500,50.0,3.1250,0.5000
pair64,random_uniform,pseudo15_s5,16,500,70.0,4.3750,0.5000
pair64,random_uniform,pseudo9,16,500,30.0,1.8750,0.3750
pair64,random_uniform,pseudo9_s1,16,500,40.0,2.5000,0.5000
pair64,random_uniform,pseudo9_s2,16,500,40.0,2.5000,0.5000
pair64,random_uniform,pseudo9_s3,16,500,40.0,2.5000,0.5000
pair64,random_uniform,pseudo9_s4,16,500,40.0,2.5000,0.6250
pair64,random_uniform,pseudo9_s5,16,500,30.0,1.8750,0.6250
pair64,random_uniform,sorting_network_9,16,500,40.0,2.5000,0.5000
pair64,random_uniform,first,64,500,20.0,0.3125,0.2812
pair64,random_uniform,middle,64,500,20.0,0.3125,0.1875
pair64,random_uniform,last,64,500,20.0,0.3125,0.3906
pair64,random_uniform,median_of_3,64,500,20.0,0.3125,0.2812
pair64,random_uniform,median_of_5,64,500,30.0,0.4688,0.3906
pair64,random_uniform,ninther,64,500,30.0,0.4688,0.2812
pair64,random_uniform,median_of_5_medians_of_5,64,500,90.0,1.4062,0.5781
pair64,random_uniform,median_of_5_medians_of_5_898,64,500,80.0,1.2500,0.4375
pair64,random_uniform,median_of_5_medians_of_3,64,500,50.0,0.7812,0.3438
pair64,random_uniform,median_of_3_medians_of_5,64,500,50.0,0.7812,0.3438
pair64,random_uniform,median_of_medians_5,64,500,240.0,3.7500,0.5312
pair64,random_uniform,random,64,500,20.0,0.3125,0.5000
pair64,random_uniform,midpoint_min_max,64,500,60.0,0.9375,0.5938
pair64,random_uniform,midpoint_first_last,64,500,20.0,0.3125,0.3750
pair64,random_uniform,median_of_3_inplace,64,500,20.0,0.3125,0.2812
pair64,random_uniform,median_of_medians_5_inplace,64,500,370.0,5.7812,0.5000
pair64,random_uniform,pseudo15,64,500,50.0,0.7812,0.3438
pair64,random_uniform,pseudo15_s5,64,500,70.0,1.0938,0.3438
pair64,random_uniform,pseudo9,64,500,30.0,0.4688,0.7188
pair64,random_uniform,pseudo9_s1,64,500,40.0,0.6250,0.7188
pair64,random_uniform,pseudo9_s2,64,500,40.0,0.6250,0.7188
pair64,random_uniform,pseudo9_s3,64,500,40.0,0.6250,0.7188
pair64,random_uniform,pseudo9_s4,64,500,40.0,0.6250,0.7188
pair64,random_uniform,pseudo9_s5,64,500,30.0,0.4688,0.4844
pair64,random_uniform,sorting_network_9,64,500,40.0,0.6250,0.7188
pair64,random_uniform,first,256,500,20.0,0.0781,0.3594
pair64,random_uniform,middle,256,500,20.0,0.0781,0.1016
pair64,random_uniform,last,256,500,20.0,0.0781,0.1094
pair64,random_uniform,median_of_3,256,500,20.0,0.0781,0.1094
pair64,random_uniform,median_of_5,256,500,30.0,0.1172,0.3086
pair64,random_uniform,ninther,256,500,30.0,0.1172,0.2227
pair64,random_uniform,median_of_5_medians_of_5,256,500,90.0,0.3516,0.4570
pair64,random_uniform,median_of_5_medians_of_5_898,256,500,80.0,0.3125,0.5859
pair64,random_uniform,median_of_5_medians_of_3,256,500,50.0,0.1953,0.4453
pair64,random_uniform,median_of_3_medians_of_5,256,500,60.0,0.2344,0.3594
pair64,random_uniform,median_of_medians_5,256,500,880.0,3.4375,0.5039
pair64,random_uniform,random,256,500,20.0,0.0781,0.6914
pair64,random_uniform,midpoint_min_max,256,500,190.0,0.7422,0.0000
pair64,random_uniform,midpoint_first_last,256,500,20.0,0.0781,0.2070
pair64,random_uniform,median_of_3_inplace,256,500,20.0,0.0781,0.1094
pair64,random_uniform,median_of_medians_5_inplace,256,500,1950.0,7.6172,0.5000
pair64,random_uniform,pseudo15,256,500,60.0,0.2344,0.3594
pair64,random_uniform,pseudo15_s5,256,500,80.0,0.3125,0.3594
pair64,random_uniform,pseudo9,256,500,30.0,0.1172,0.4297
pair64,random_uniform,pseudo9_s1,256,500,40.0,0.1562,0.4297
pair64,random_uniform,pseudo9_s2,256,500,40.0,0.1562,0.4297
pair64,random_uniform,pseudo9_s3,256,500,50.0,0.1953,0.4297
pair64,random_uniform,pseudo9_s4,256,500,40.0,0.1562,0.4297
pair64,random_uniform,pseudo9_s5,256,500,40.0,0.1562,0.4297
pair64,random_uniform,sorting_network_9,256,500,60.0,0.2344,0.4297
pair64,random_uniform,first,1024,500,20.0,0.0195,0.2803
pair64,random_uniform,middle,1024,500,20.0,0.0195,0.1299
pair64,random_uniform,last,1024,500,20.0,0.0195,0.7988
pair64,random_uniform,median_of_3,1024,500,20.0,0.0195,0.2803
pair64,random_uniform,median_of_5,1024,500,30.0,0.0293,0.2803
pair64,random_uniform,ninther,1024,500,20.0,0.0195,0.2910
pair64,random_uniform,median_of_5_medians_of_5,1024,500,100.0,0.0977,0.4023
pair64,random_uniform,median_of_5_medians_of_5_898,1024,500,70.0,0.0684,0.4648
pair64,random_uniform,median_of_5_medians_of_3,1024,500,50.0,0.0488,0.4102
pair64,random_uniform,median_of_3_medians_of_5,1024,500,40.0,0.0391,0.6201
pair64,random_uniform,median_of_medians_5,1024,500,3370.0,3.2910,0.4902
pair64,random_uniform,random,1024,500,20.0,0.0195,0.4990
pair64,random_uniform,midpoint_min_max,1024,500,760.0,0.7422,0.4980
pair64,random_uniform,midpoint_first_last,1024,500,20.0,0.0195,0.5342
pair64,random_uniform,median_of_3_inplace,1024,500,20.0,0.0195,0.2803
pair64,random_uniform,median_of_medians_5_inplace,1024,500,9190.0,8.9746,0.4990
pair64,random_uniform,pseudo15,1024,500,50.0,0.0488,0.3135
pair64,random_uniform,pseudo15_s5,1024,500,70.0,0.0684,0.4033
pair64,random_uniform,pseudo9,1024,500,30.0,0.0293,0.7363
pair64,random_uniform,pseudo9_s1,1024,500,40.0,0.0391,0.7246
pair64,random_uniform,pseudo9_s2,1024,500,30.0,0.0293,0.7246
pair64,random_uniform,pseudo9_s3,1024,500,40.0,0.0391,0.7246
pair64,random_uniform,pseudo9_s4,1024,500,30.0,0.0293,0.7246
pair64,random_uniform,pseudo9_s5,1024,500,30.0,0.0293,0.6895
pair64,random_uniform,sorting_network_9,1024,500,30.0,0.0293,0.7246
pair64,random_uniform,first,4096,500,20.0,0.0049,0.6970
pair64,random_uniform,middle,4096,500,20.0,0.0049,0.2527
pair64,random_uniform,last,4096,500,20.0,0.0049,0.0398
pair64,random_uniform,median_of_3,4096,500,20.0,0.0049,0.2527
pair64,random_uniform,median_of_5,4096,500,40.0,0.0098,0.5081
pair64,random_uniform,ninther,4096,500,30.0,0.0073,0.5984
pair64,random_uniform,median_of_5_medians_of_5,4096,500,80.0,0.0195,0.5259
pair64,random_uniform,median_of_5_medians_of_5_898,4096,500,70.0,0.0171,0.3882
pair64,random_uniform,median_of_5_medians_of_3,4096,500,50.0,0.0122,0.5593
pair64,random_uniform,median_of_3_medians_of_5,4096,500,60.0,0.0146,0.6318
pair64,random_uniform,median_of_medians_5,4096,500,12110.0,2.9565,0.4895
pair64,random_uniform,random,4096,500,20.0,0.0049,0.2812
pair64,random_uniform,midpoint_min_max,4096,500,3340.0,0.8154,0.4861
pair64,random_uniform,midpoint_first_last,4096,500,20.0,0.0049,0.3672
pair64,random_uniform,median_of_3_inplace,4096,500,20.0,0.0049,0.2527
pair64,random_uniform,median_of_medians_5_inplace,4096,500,102553.0,25.0374,0.4998
pair64,random_uniform,pseudo15,4096,500,50.0,0.0122,0.4915
pair64,random_uniform,pseudo15_s5,4096,500,60.0,0.0146,0.3689
pair64,random_uniform,pseudo9,4096,500,30.0,0.0073,0.5085
pair64,random_uniform,pseudo9_s1,4096,500,40.0,0.0098,0.5085
pair64,random_uniform,pseudo9_s2,4096,500,30.0,0.0073,0.5085
pair64,random_uniform,pseudo9_s3,4096,500,30.0,0.0073,0.5085
pair64,random_uniform,pseudo9_s4,4096,500,30.0,0.0073,0.5085
pair64,random_uniform,pseudo9_s5,4096,500,30.0,0.0073,0.5085
pair64,random_uniform,sorting_network_9,4096,500,30.0,0.0073,0.5085
pair64,random_uniform,first,65536,64,20.0,0.0003,0.0522
pair64,random_uniform,middle,65536,64,20.0,0.0003,0.3210
pair64,random_uniform,last,65536,64,20.0,0.0003,0.4145
pair64,random_uniform,median_of_3,65536,64,20.0,0.0003,0.3210
pair64,random_uniform,median_of_5,65536,64,30.0,0.0005,0.2802
pair64,random_uniform,ninther,65536,64,20.0,0.0003,0.4682
pair64,random_uniform,median_of_5_medians_of_5,65536,64,80.0,0.0012,0.4483
pair64,random_uniform,median_of_5_medians_of_5_898,65536,64,80.0,0.0012,0.5600
pair64,random_uniform,median_of_5_medians_of_3,65536,64,50.0,0.0008,0.4163
pair64,random_uniform,median_of_3_medians_of_5,65536,64,50.0,0.0008,0.4163
pair64,random_uniform,median_of_medians_5,65536,64,433270.0,6.6112,0.5015
pair64,random_uniform,random,65536,64,30.0,0.0005,0.0664
pair64,random_uniform,midpoint_min_max,65536,64,50281.0,0.7672,0.5008
pair64,random_uniform,midpoint_first_last,65536,64,20.0,0.0003,0.2329
pair64,random_uniform,median_of_3_inplace,65536,64,30.0,0.0005,0.3210
pair64,random_uniform,median_of_medians_5_inplace,65536,64,1903613.0,29.0468,0.5000
pair64,random_uniform,pseudo15,65536,64,50.0,0.0008,0.5696
pair64,random_uniform,pseudo15_s5,65536,64,60.0,0.0009,0.5289
pair64,random_uniform,pseudo9,65536,64,30.0,0.0005,0.4460
pair64,random_uniform,pseudo9_s1,65536,64,30.0,0.0005,0.4460
pair64,random_uniform,pseudo9_s2,65536,64,30.0,0.0005,0.4460
pair64,random_uniform,pseudo9_s3,65536,64,30.0,0.0005,0.4460
pair64,random_uniform,pseudo9_s4,65536,64,30.0,0.0005,0.4460
pair64,random_uniform,pseudo9_s5,65536,64,30.0,0.0005,0.4460
pair64,random_uniform,sorting_network_9,65536,64,30.0,0.0005,0.4460
pair64,random_uniform,first,262144,16,20.0,0.0001,0.7211
pair64,random_uniform,middle,262144,16,20.0,0.0001,0.4795
